household_id,person_id,age,gender,education,hhincome_broad,vehicle_count,trip_id,mode_class,distance_miles,depart_time_hour,depart_time_minute,depart_time_second,dest_purpose_cat
23013119,2301311901,45-54 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2301311901002,Drive,4.5975,16,35,0,Home
23013307,2301330701,65-74 years,Male,a Bachelor degree,"$25,000-$49,999",1 vehicle,2301330701001,Drive,1.076215,10,45,0,Social/Recreation
23013307,2301330701,65-74 years,Male,a Bachelor degree,"$25,000-$49,999",1 vehicle,2301330701002,Drive,1.081186,11,15,0,Home
23007814,2300781401,35-44 years,Male,High school graduate,"$75,000-$99,999",2 vehicles,2300781401001,Transit,8.96825,5,10,0,Work
23007814,2300781401,35-44 years,Male,High school graduate,"$75,000-$99,999",2 vehicles,2300781401002,Transit,9.192565,14,30,0,Home
23007814,2300781402,35-44 years,Female,High school graduate,"$75,000-$99,999",2 vehicles,2300781402003,Drive,0.63877,14,2,21,Social/Recreation
23007848,2300784801,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300784801003,Walk,0.139187,13,0,0,Meal
23007848,2300784801,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300784801004,Walk,0.139187,13,25,0,Meal
23008213,2300821301,45-54 years,Female,a Graduate degree,"$100,000-$199,999",2 vehicles,2300821301001,Walk,0.300122,7,45,0,Escort
23008213,2300821302,35-44 years,Male,a Graduate degree,"$100,000-$199,999",2 vehicles,2300821302001,Walk,0.300122,7,45,0,Escort
23008281,2300828101,55-64 years,Female,college education,"$100,000-$199,999",1 vehicle,2300828101008,Drive,9.154662,18,23,0,Shopping
23008281,2300828101,55-64 years,Female,college education,"$100,000-$199,999",1 vehicle,2300828101018,Drive,10.048815,13,57,0,Shopping
23006400,2300640001,55-64 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2300640001003,Drive,0.250413,19,0,0,Social/Recreation
23006400,2300640001,55-64 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2300640001004,Drive,12.8127,21,0,0,Home
23003118,2300311801,25-34 years,Female,college education,"$25,000-$49,999",1 vehicle,2300311801008,Drive,4.485679,18,35,0,Social/Recreation
23003118,2300311801,25-34 years,Female,college education,"$25,000-$49,999",1 vehicle,2300311801009,Drive,2.891862,21,33,0,Shopping
23003118,2300311801,25-34 years,Female,college education,"$25,000-$49,999",1 vehicle,2300311801010,Drive,1.655333,22,1,0,Home
23003118,2300311801,25-34 years,Female,college education,"$25,000-$49,999",1 vehicle,2300311801011,Drive,0.731354,11,39,0,Shopping
23003118,2300311801,25-34 years,Female,college education,"$25,000-$49,999",1 vehicle,2300311801012,Drive,3.768616,11,49,0,Social/Recreation
23003118,2300311801,25-34 years,Female,college education,"$25,000-$49,999",1 vehicle,2300311801015,Walk,0.152857,14,31,0,Meal
23003118,2300311801,25-34 years,Female,college education,"$25,000-$49,999",1 vehicle,2300311801017,Drive,2.857065,17,2,0,Home
23003815,2300381501,55-64 years,Female,a Graduate degree,"$100,000-$199,999",2 vehicles,2300381501001,Drive,7.1594,8,30,0,Work
23003815,2300381501,55-64 years,Female,a Graduate degree,"$100,000-$199,999",2 vehicles,2300381501002,Drive,4.997688,12,30,0,Business/Errand
23003815,2300381501,55-64 years,Female,a Graduate degree,"$100,000-$199,999",2 vehicles,2300381501003,Drive,2.486106,14,2,0,Shopping
23003815,2300381501,55-64 years,Female,a Graduate degree,"$100,000-$199,999",2 vehicles,2300381501004,Drive,0.3045,14,34,0,Home
23003815,2300381502,45-54 years,Male,a Bachelor degree,"$100,000-$199,999",2 vehicles,2300381502003,Drive,2.584283,16,48,0,Home
23004329,2300432901,35-44 years,Female,a Graduate degree,"$200,000 or more",1 vehicle,2300432901031,Drive,3.132954,8,33,0,Shopping
23004329,2300432901,35-44 years,Female,a Graduate degree,"$200,000 or more",1 vehicle,2300432901032,Drive,0.284588,8,54,0,Shopping
23004329,2300432901,35-44 years,Female,a Graduate degree,"$200,000 or more",1 vehicle,2300432901033,Drive,2.821647,9,12,0,Home
23004329,2300432902,35-44 years,Non-binary,a Bachelor degree,"$200,000 or more",1 vehicle,2300432902022,Transit,9.635602,8,7,0,Work
23004329,2300432902,35-44 years,Non-binary,a Bachelor degree,"$200,000 or more",1 vehicle,2300432902023,Transit,8.451891,19,1,0,Home
23001682,2300168201,45-54 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2300168201024,Walk,0.32187,17,23,0,Shopping
23001682,2300168201,45-54 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2300168201025,Walk,0.274646,17,39,0,Home
23001682,2300168201,45-54 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2300168201002,Transit,3.234237,17,50,0,Home
23001682,2300168201,45-54 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2300168201003,Transit,3.16775,7,51,0,Work
23001682,2300168201,45-54 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2300168201004,Transit,3.511368,14,11,0,Shopping
23001682,2300168201,45-54 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2300168201005,Walk,0.303229,14,36,0,Home
23001682,2300168201,45-54 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2300168201008,Drive,2.387308,8,38,0,Home
23001682,2300168201,45-54 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2300168201009,Drive,4.485057,13,41,0,Business/Errand
23001682,2300168201,45-54 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2300168201020,Drive,4.847938,9,15,0,Meal
23001682,2300168201,45-54 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2300168201021,Drive,0.256626,9,37,0,Business/Errand
23001682,2300168201,45-54 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2300168201026,Drive,0.785413,6,58,0,Meal
23001682,2300168201,45-54 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2300168201027,Drive,0.845065,7,13,0,Home
23001682,2300168201,45-54 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2300168201028,Walk,0.291423,16,39,0,Shopping
23001682,2300168201,45-54 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2300168201029,Walk,0.285209,17,0,0,Home
23001682,2300168201,45-54 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2300168201030,Transit,4.464552,15,1,0,Business/Errand
23001682,2300168201,45-54 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2300168201031,Transit,4.068738,17,0,0,Shopping
23001682,2300168201,45-54 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2300168201032,Walk,0.255384,17,36,0,Home
23001682,2300168202,45-54 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300168202005,Drive,0.936406,12,10,0,Business/Errand
23001682,2300168202,45-54 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300168202006,Drive,1.985902,12,19,0,Meal
23001682,2300168202,45-54 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300168202007,Drive,1.45463,13,2,0,Home
23001682,2300168202,45-54 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300168202012,Drive,6.205635,15,9,0,Social/Recreation
23001682,2300168202,45-54 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300168202013,Drive,1.827453,16,1,0,Shopping
23001682,2300168202,45-54 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300168202014,Drive,0.495233,16,52,0,Shopping
23001682,2300168202,45-54 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300168202015,Drive,1.245849,16,58,0,Home
23001690,2300169001,65-74 years,Female,a Bachelor degree,"$50,000-$74,999",2 vehicles,2300169001001,Walk,0.237364,18,30,0,Social/Recreation
23001690,2300169001,65-74 years,Female,a Bachelor degree,"$50,000-$74,999",2 vehicles,2300169001002,Walk,0.237364,19,1,0,Home
23008718,2300871801,25-34 years,Female,a Graduate degree,"$50,000-$74,999",1 vehicle,2300871801033,Bike/Micromobility,3.930173,7,39,0,Work
23008718,2300871801,25-34 years,Female,a Graduate degree,"$50,000-$74,999",1 vehicle,2300871801035,Walk,0.29453,11,24,0,Work
23008718,2300871801,25-34 years,Female,a Graduate degree,"$50,000-$74,999",1 vehicle,2300871801037,Walk,0.341754,12,1,0,Work
23008718,2300871801,25-34 years,Female,a Graduate degree,"$50,000-$74,999",1 vehicle,2300871801038,Bike/Micromobility,3.953785,17,20,0,Home
23008726,2300872601,35-44 years,Male,a Graduate degree,"$75,000-$99,999",1 vehicle,2300872601016,Transit,5.722208,17,49,0,Social/Recreation
23008726,2300872601,35-44 years,Male,a Graduate degree,"$75,000-$99,999",1 vehicle,2300872601017,Transit,5.747683,22,39,0,Home
23005595,2300559501,35-44 years,Male,a Bachelor degree,"$75,000-$99,999",0 (no vehicles),2300559501013,Transit,1.704421,18,32,0,Shopping
23005595,2300559501,35-44 years,Male,a Bachelor degree,"$75,000-$99,999",0 (no vehicles),2300559501014,Transit,1.718091,19,1,0,Home
23005595,2300559501,35-44 years,Male,a Bachelor degree,"$75,000-$99,999",0 (no vehicles),2300559501016,Drive,2.609759,20,50,0,Home
23010233,2301023301,55-64 years,Male,an Associates degree,"Under $25,000",3 vehicles,2301023301004,Drive,9.588379,17,45,0,Home
23010371,2301037101,75 years or older,Female,a Graduate degree,"$75,000-$99,999",1 vehicle,2301037101001,Drive,0.943863,10,49,0,Business/Errand
23010371,2301037101,75 years or older,Female,a Graduate degree,"$75,000-$99,999",1 vehicle,2301037101002,Drive,0.74751,11,40,0,Business/Errand
23010371,2301037101,75 years or older,Female,a Graduate degree,"$75,000-$99,999",1 vehicle,2301037101003,Drive,1.036447,13,27,0,Home
23010421,2301042101,65-74 years,Male,a Graduate degree,"$100,000-$199,999",2 vehicles,2301042101001,Drive,1.043904,9,0,0,Social/Recreation
23010421,2301042101,65-74 years,Male,a Graduate degree,"$100,000-$199,999",2 vehicles,2301042101002,Drive,2.556942,9,45,0,Social/Recreation
23010421,2301042101,65-74 years,Male,a Graduate degree,"$100,000-$199,999",2 vehicles,2301042101003,Drive,3.46663,12,30,0,Meal
23010421,2301042101,65-74 years,Male,a Graduate degree,"$100,000-$199,999",2 vehicles,2301042101004,Drive,2.924173,13,0,0,Business/Errand
23010421,2301042101,65-74 years,Male,a Graduate degree,"$100,000-$199,999",2 vehicles,2301042101005,Drive,0.827666,13,35,0,Home
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901036,Transit,1.573312,20,48,0,Home
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901037,Walk,0.338647,9,57,0,Social/Recreation
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901038,Walk,0.338647,10,10,0,Home
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901041,Walk,0.316278,10,18,0,Social/Recreation
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901042,Walk,0.320628,10,25,0,Home
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901043,Walk,0.431232,12,25,0,Meal
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901044,Walk,0.477213,13,22,0,Home
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901001,Walk,0.269675,9,53,0,Social/Recreation
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901002,Walk,0.246684,10,14,0,Home
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901003,Drive,1.127789,11,24,0,Business/Errand
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901004,Drive,1.115983,11,34,0,Business/Errand
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901005,Transit,1.506825,11,52,0,Social/Recreation
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901006,Walk,0.297015,14,31,16,Shopping
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901007,Transit,1.342162,15,3,40,Social/Recreation
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901008,Walk,0.317521,8,44,0,Shopping
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901009,Walk,0.310064,9,11,0,Home
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901010,Transit,3.04969,10,38,0,Home
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901015,Drive,4.936794,18,28,0,Social/Recreation
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901016,Drive,4.997688,20,18,0,Home
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901017,Walk,0.246684,9,16,0,Social/Recreation
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901018,Walk,0.287695,9,24,0,Home
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901019,Transit,2.371153,12,35,0,Work
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901020,Transit,1.586982,15,8,0,Home
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901021,Transit,4.387502,16,27,0,Meal
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901024,Walk,0.223694,9,16,0,Social/Recreation
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901025,Walk,0.228665,9,21,0,Home
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901026,Drive,4.216004,10,56,0,Shopping
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901027,Drive,0.649954,11,8,0,Social/Recreation
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901028,Drive,3.427483,12,47,0,Work
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901030,Drive,1.465815,13,46,0,Home
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901031,Walk,0.264704,9,35,0,Social/Recreation
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901032,Walk,0.25849,9,47,0,Home
23010629,2301062901,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301062901034,Transit,1.641663,13,24,0,Social/Recreation
23012007,2301200702,55-64 years,Female,a Graduate degree,"$200,000 or more",1 vehicle,2301200702001,Drive,8.24746,8,45,0,Work
23012007,2301200702,55-64 years,Female,a Graduate degree,"$200,000 or more",1 vehicle,2301200702002,Drive,8.128778,15,30,0,Home
23012007,2301200702,55-64 years,Female,a Graduate degree,"$200,000 or more",1 vehicle,2301200702003,Drive,2.972018,16,45,0,Social/Recreation
23012007,2301200702,55-64 years,Female,a Graduate degree,"$200,000 or more",1 vehicle,2301200702004,Drive,2.980096,18,15,0,Home
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501001,Drive,0.681023,6,43,0,Shopping
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501002,Drive,0.131731,6,55,0,Shopping
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501003,Drive,4.718693,7,2,0,Shopping
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501006,Walk,3.016757,6,40,0,Work
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501007,Walk,0.309443,12,3,0,Meal
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501008,Walk,0.291423,12,37,0,Meal
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501009,Walk,0.394571,12,41,0,Work
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501010,Transit,3.127361,13,2,0,Home
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501013,Transit,3.144139,6,34,0,Work
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501014,Transit,3.11307,17,56,0,Home
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501015,Drive,3.059632,8,22,0,Work
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501018,Walk,0.308821,15,59,0,Work
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501022,Walk,3.01365,9,0,0,Work
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501023,Walk,0.360395,12,34,0,Meal
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501024,Walk,0.36723,13,1,0,Work
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501025,Transit,3.119905,17,47,0,Home
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501026,Walk,3.009922,6,48,0,Work
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501027,Transit,3.146623,10,59,0,Home
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501028,Drive,1.214159,18,20,0,Shopping
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501029,Drive,1.169421,18,37,0,Home
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501030,Drive,2.627157,9,46,0,Business/Errand
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501031,Walk,2.437018,9,59,0,Home
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501032,Walk,2.495427,12,4,0,Business/Errand
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501033,Drive,2.334492,12,41,0,Overnight
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501034,Drive,1.273811,13,9,0,Home
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501035,Drive,3.536223,14,1,0,Shopping
23005895,2300589501,25-34 years,Female,a Bachelor degree,"$200,000 or more",1 vehicle,2300589501036,Drive,3.558593,14,39,0,Home
23012571,2301257102,35-44 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2301257102016,Walk,0.223072,9,29,0,Shopping
23012571,2301257102,35-44 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2301257102017,Walk,0.204431,9,34,0,Home
23012571,2301257102,35-44 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2301257102018,Drive,0.984873,20,8,0,Shopping
23012571,2301257102,35-44 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2301257102019,Drive,1.032098,20,35,0,Home
23012571,2301257102,35-44 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2301257102020,Walk,0.347346,14,17,0,Social/Recreation
23012571,2301257102,35-44 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2301257102021,Walk,0.333676,14,22,0,Home
23012571,2301257102,35-44 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2301257102022,Walk,0.614536,21,31,0,Social/Recreation
23012571,2301257102,35-44 years,Male,a Bachelor degree,"$200,000 or more",1 vehicle,2301257102023,Walk,0.615157,21,37,0,Home
23017142,2301714201,45-54 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2301714201001,Drive,3.006815,7,45,0,Escort
23017142,2301714201,45-54 years,Female,a Bachelor degree,"$100,000-$199,999",1 vehicle,2301714201004,Drive,3.0062,16,1,0,Home
23017142,2301714202,55-64 years,Male,High school graduate,"$100,000-$199,999",1 vehicle,2301714202001,Drive,4.910075,4,30,0,Work
23017142,2301714202,55-64 years,Male,High school graduate,"$100,000-$199,999",1 vehicle,2301714202002,Drive,4.638536,18,0,0,Home
23017257,2301725701,55-64 years,Female,a Graduate degree,"$100,000-$199,999",2 vehicles,2301725701013,Drive,5.405308,10,49,0,Work
23017257,2301725701,55-64 years,Female,a Graduate degree,"$100,000-$199,999",2 vehicles,2301725701014,Drive,5.350006,15,50,0,Home
23017257,2301725701,55-64 years,Female,a Graduate degree,"$100,000-$199,999",2 vehicles,2301725701015,Drive,2.183498,10,59,0,Business/Errand
23017257,2301725701,55-64 years,Female,a Graduate degree,"$100,000-$199,999",2 vehicles,2301725701016,Drive,2.309637,12,0,0,Home
23017257,2301725701,55-64 years,Female,a Graduate degree,"$100,000-$199,999",2 vehicles,2301725701020,Drive,1.650362,13,55,0,Work
23017257,2301725701,55-64 years,Female,a Graduate degree,"$100,000-$199,999",2 vehicles,2301725701022,Drive,0.690343,16,9,0,Home
23017257,2301725702,55-64 years,Male,a Graduate degree,"$100,000-$199,999",2 vehicles,2301725702018,Walk,0.196975,13,24,0,Home
23017257,2301725702,55-64 years,Male,a Graduate degree,"$100,000-$199,999",2 vehicles,2301725702020,Drive,5.382939,19,50,0,Home
23017346,2301734603,35-44 years,Female,a Graduate degree,"$200,000 or more",2 vehicles,2301734603002,Drive,1.23715,9,0,0,Home
23017356,2301735601,35-44 years,Male,a Graduate degree,"$100,000-$199,999",1 vehicle,2301735601001,Walk,0.17212,10,59,0,Social/Recreation
23017356,2301735601,35-44 years,Male,a Graduate degree,"$100,000-$199,999",1 vehicle,2301735601002,Walk,0.17212,11,55,0,Home
23017356,2301735601,35-44 years,Male,a Graduate degree,"$100,000-$199,999",1 vehicle,2301735601003,Bike/Micromobility,7.039514,14,40,7,Social/Recreation
23017356,2301735601,35-44 years,Male,a Graduate degree,"$100,000-$199,999",1 vehicle,2301735601004,Bike/Micromobility,7.094816,15,53,11,Social/Recreation
23017356,2301735601,35-44 years,Male,a Graduate degree,"$100,000-$199,999",1 vehicle,2301735601005,Walk,0.17212,17,15,0,Home
23017356,2301735602,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301735602001,Walk,0.17212,7,0,0,Social/Recreation
23017356,2301735602,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301735602002,Walk,0.17212,7,30,0,Home
23017356,2301735602,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301735602003,Bike/Micromobility,2.789957,8,0,0,Work
23017356,2301735602,25-34 years,Female,a Graduate degree,"$100,000-$199,999",1 vehicle,2301735602004,Bike/Micromobility,2.780015,17,0,0,Home
