household_id,trip_id,person_id,mode_class,distance_miles,depart_time_hour,depart_time_minute,depart_time_second,dest_purpose_cat
23005895,2300589501027,2300589501,Transit,3.146623,10,59,0,Home
23005895,2300589501028,2300589501,Drive,1.214159,18,20,0,Shopping
23005895,2300589501029,2300589501,Drive,1.169421,18,37,0,Home
23006400,2300640001003,2300640001,Drive,0.250413,19,0,0,Social/Recreation
23005895,2300589501030,2300589501,Drive,2.627157,9,46,0,Personal Business/Errand/Appointment
23006400,2300640001004,2300640001,Drive,12.8127,21,0,0,Home
23005895,2300589501031,2300589501,Walk,2.437018,9,59,0,Home
23005895,2300589501032,2300589501,Walk,2.495427,12,4,0,Personal Business/Errand/Appointment
23005895,2300589501033,2300589501,Drive,2.334492,12,41,0,Overnight
23005895,2300589501034,2300589501,Drive,1.273811,13,9,0,Home
23005895,2300589501035,2300589501,Drive,3.536223,14,1,0,Shopping
23005895,2300589501036,2300589501,Drive,3.558593,14,39,0,Home
23005950,2300595001001,2300595001,Transit,8.2021,7,20,0,Work
23005950,2300595001002,2300595001,Transit,7.969086,16,46,0,Social/Recreation
23005950,2300595001003,2300595001,Transit,2.023185,19,20,0,Shopping
23005950,2300595001004,2300595001,Transit,1.262005,19,46,0,Home
23008213,2300821301001,2300821301,Walk,0.300122,7,45,0,Escort
23008213,2300821302001,2300821302,Walk,0.300122,7,45,0,Escort
23008213,2300821303001,2300821303,Walk,0.300122,7,45,0,School
23008281,2300828101008,2300828101,Drive,9.154662,18,23,0,Shopping
23008281,2300828101018,2300828101,Drive,10.048815,13,57,0,Shopping
23007814,2300781401001,2300781401,Transit,8.96825,5,10,0,Work
23007814,2300781401002,2300781401,Transit,9.192565,14,30,0,Home
23007814,2300781402003,2300781402,Drive,0.63877,14,2,21,Social/Recreation
23007848,2300784801003,2300784801,Walk,0.139187,13,0,0,Meal
23007848,2300784801004,2300784801,Walk,0.139187,13,25,0,Meal
23008718,2300871801033,2300871801,Bike/Micromobility,3.930173,7,39,0,Work
23008718,2300871801035,2300871801,Walk,0.29453,11,24,0,Work
23008718,2300871801037,2300871801,Walk,0.341754,12,1,0,Work
23008718,2300871801038,2300871801,Bike/Micromobility,3.953785,17,20,0,Home
23008726,2300872601016,2300872601,Transit,5.722208,17,49,0,Social/Recreation
23008726,2300872601017,2300872601,Transit,5.747683,22,39,0,Home
23010629,2301062901036,2301062901,Transit,1.573312,20,48,0,Home
23010629,2301062901037,2301062901,Walk,0.338647,9,57,0,Social/Recreation
23010629,2301062901038,2301062901,Walk,0.338647,10,10,0,Home
23010629,2301062901041,2301062901,Walk,0.316278,10,18,0,Social/Recreation
23010629,2301062901042,2301062901,Walk,0.320628,10,25,0,Home
23010629,2301062901043,2301062901,Walk,0.431232,12,25,0,Meal
23010371,2301037101001,2301037101,Drive,0.943863,10,49,0,Personal Business/Errand/Appointment
23010371,2301037101002,2301037101,Drive,0.74751,11,40,0,Personal Business/Errand/Appointment
23010629,2301062901044,2301062901,Walk,0.477213,13,22,0,Home
23010371,2301037101003,2301037101,Drive,1.036447,13,27,0,Home
23010421,2301042101001,2301042101,Drive,1.043904,9,0,0,Social/Recreation
23012007,2301200702001,2301200702,Drive,8.24746,8,45,0,Work
23010421,2301042101002,2301042101,Drive,2.556942,9,45,0,Social/Recreation
23012007,2301200702002,2301200702,Drive,8.128778,15,30,0,Home
23010421,2301042101003,2301042101,Drive,3.46663,12,30,0,Meal
23010233,2301023301004,2301023301,Drive,9.588379,17,45,0,Home
23012007,2301200702003,2301200702,Drive,2.972018,16,45,0,Social/Recreation
23010421,2301042101004,2301042101,Drive,2.924173,13,0,0,Personal Business/Errand/Appointment
23012007,2301200702004,2301200702,Drive,2.980096,18,15,0,Home
23010421,2301042101005,2301042101,Drive,0.827666,13,35,0,Home
23010629,2301062901001,2301062901,Walk,0.269675,9,53,0,Social/Recreation
23010629,2301062901002,2301062901,Walk,0.246684,10,14,0,Home
23010629,2301062901003,2301062901,Drive,1.127789,11,24,0,Personal Business/Errand/Appointment
23010629,2301062901004,2301062901,Drive,1.115983,11,34,0,Personal Business/Errand/Appointment
23010629,2301062901005,2301062901,Transit,1.506825,11,52,0,Social/Recreation
23010629,2301062901006,2301062901,Walk,0.297015,14,31,16,Shopping
23010629,2301062901007,2301062901,Transit,1.342162,15,3,40,Social/Recreation
23010629,2301062901008,2301062901,Walk,0.317521,8,44,0,Shopping
23010629,2301062901009,2301062901,Walk,0.310064,9,11,0,Home
23010629,2301062901010,2301062901,Transit,3.04969,10,38,0,Home
23010629,2301062901015,2301062901,Drive,4.936794,18,28,0,Social/Recreation
23010629,2301062901016,2301062901,Drive,4.997688,20,18,0,Home
23010629,2301062901017,2301062901,Walk,0.246684,9,16,0,Social/Recreation
23010629,2301062901018,2301062901,Walk,0.287695,9,24,0,Home
23010629,2301062901019,2301062901,Transit,2.371153,12,35,0,Work
23010629,2301062901020,2301062901,Transit,1.586982,15,8,0,Home
23010629,2301062901021,2301062901,Transit,4.387502,16,27,0,Meal
23010629,2301062901024,2301062901,Walk,0.223694,9,16,0,Social/Recreation
23010629,2301062901025,2301062901,Walk,0.228665,9,21,0,Home
23010629,2301062901026,2301062901,Drive,4.216004,10,56,0,Shopping
23010629,2301062901027,2301062901,Drive,0.649954,11,8,0,Social/Recreation
23010629,2301062901028,2301062901,Drive,3.427483,12,47,0,Work
23010629,2301062901030,2301062901,Drive,1.465815,13,46,0,Home
23010629,2301062901031,2301062901,Walk,0.264704,9,35,0,Social/Recreation
23010629,2301062901032,2301062901,Walk,0.25849,9,47,0,Home
23010629,2301062901034,2301062901,Transit,1.641663,13,24,0,Social/Recreation
23013041,2301304101003,2301304101,Transit,2.17045,16,48,0,Home
23013041,2301304101004,2301304101,Walk,0.736946,19,7,0,Social/Recreation
23013041,2301304101005,2301304101,Walk,0.736946,19,22,0,Home
23013041,2301304101007,2301304101,Walk,0.363502,15,48,0,Home
23013041,2301304101008,2301304101,Walk,0.737568,19,24,0,Social/Recreation
23013041,2301304101009,2301304101,Walk,0.737568,19,37,0,Home
23013041,2301304101010,2301304101,Walk,0.395813,17,23,0,Shopping
23013041,2301304101011,2301304101,Walk,0.400163,17,43,0,Home
23013041,2301304101018,2301304101,Walk,0.124274,14,20,0,Social/Recreation
23013041,2301304101019,2301304101,Walk,0.109361,14,36,0,Social/Recreation
23013041,2301304102003,2301304102,Walk,0.723897,16,24,0,Social/Recreation
23013041,2301304102004,2301304102,Walk,0.819589,17,16,0,Social/Recreation
23013041,2301304102005,2301304102,Walk,2.90926,17,34,0,Home
23013041,2301304102011,2301304102,Walk,0.736946,19,7,0,Social/Recreation
23013041,2301304102012,2301304102,Walk,0.736946,19,22,0,Home
23013041,2301304102013,2301304102,Walk,0.62075,15,38,0,Social/Recreation
23013041,2301304102014,2301304102,Walk,0.60708,15,59,0,Home
23013041,2301304102015,2301304102,Walk,0.731975,19,24,0,Social/Recreation
23013041,2301304102016,2301304102,Walk,0.71147,19,38,0,Home
23013041,2301304102019,2301304102,Drive,3.344841,12,13,0,Home
23013041,2301304102022,2301304102,Drive,3.323715,13,1,0,Home
23013041,2301304102025,2301304102,Drive,3.37156,10,32,0,Meal
23013041,2301304102026,2301304102,Drive,3.385852,10,44,0,Home
23013041,2301304102028,2301304102,Walk,0.439309,14,50,0,Social/Recreation
23013041,2301304102034,2301304102,Drive,0.526923,15,43,0,Escort
23013041,2301304102035,2301304102,Drive,0.336162,15,59,0,Home
23013041,2301304103001,2301304103,Walk,0.370337,8,37,0,School
23013041,2301304103002,2301304103,Walk,0.455465,8,35,0,School
23013041,2301304103003,2301304103,Walk,0.455465,14,35,0,Home
23013041,2301304103010,2301304103,Walk,0.124274,14,20,0,Social/Recreation
23012571,2301257102016,2301257102,Walk,0.223072,9,29,0,Shopping
23012571,2301257102017,2301257102,Walk,0.204431,9,34,0,Home
23012571,2301257102018,2301257102,Drive,0.984873,20,8,0,Shopping
23012571,2301257102019,2301257102,Drive,1.032098,20,35,0,Home
23012571,2301257102020,2301257102,Walk,0.347346,14,17,0,Social/Recreation
23012571,2301257102021,2301257102,Walk,0.333676,14,22,0,Home
23013119,2301311901001,2301311901,Drive,4.5994,8,0,0,Work
23012571,2301257102022,2301257102,Walk,0.614536,21,31,0,Social/Recreation
23013119,2301311901002,2301311901,Drive,4.5975,16,35,0,Home
23012571,2301257102023,2301257102,Walk,0.615157,21,37,0,Home
23015304,2301530401001,2301530401,Transit,5.026892,8,5,0,Work
23015304,2301530401002,2301530401,Transit,4.391229,17,52,0,Home
23015321,2301532101001,2301532101,Drive,3.38523,10,0,0,Shopping
23013307,2301330701001,2301330701,Drive,1.076215,10,45,0,Social/Recreation
23013307,2301330701002,2301330701,Drive,1.081186,11,15,0,Home
23016190,2301619001001,2301619001,Walk,0.372201,8,0,0,Meal
23016190,2301619001002,2301619001,Walk,0.372201,8,20,0,Home
23016190,2301619001003,2301619001,Drive,10.106602,18,0,0,Shopping
23016190,2301619001004,2301619001,Drive,1.997708,18,45,0,Meal
23016190,2301619001005,2301619001,Drive,9.328646,19,30,0,Shopping
23016190,2301619001006,2301619001,Drive,1.560884,20,0,0,Home
23016261,2301626101001,2301626101,Walk,0.465407,17,0,0,Shopping
23016261,2301626101002,2301626101,Walk,0.479077,18,16,0,Home
23017356,2301735601001,2301735601,Walk,0.17212,10,59,0,Social/Recreation
23017356,2301735601002,2301735601,Walk,0.17212,11,55,0,Home
23017356,2301735601003,2301735601,Bike/Micromobility,7.039514,14,40,7,Social/Recreation
23017356,2301735601004,2301735601,Bike/Micromobility,7.094816,15,53,11,Social/Recreation
23017356,2301735601005,2301735601,Walk,0.17212,17,15,0,Home
23017356,2301735602001,2301735602,Walk,0.17212,7,0,0,Social/Recreation
23017356,2301735602002,2301735602,Walk,0.17212,7,30,0,Home
23017356,2301735602003,2301735602,Bike/Micromobility,2.789957,8,0,0,Work
23017356,2301735602004,2301735602,Bike/Micromobility,2.780015,17,0,0,Home
23017142,2301714201001,2301714201,Drive,3.006815,7,45,0,Escort
23017142,2301714201004,2301714201,Drive,3.0062,16,1,0,Home
23017257,2301725702018,2301725702,Walk,0.196975,13,24,0,Home
23017257,2301725702020,2301725702,Drive,5.382939,19,50,0,Home
23017142,2301714202001,2301714202,Drive,4.910075,4,30,0,Work
23017142,2301714202002,2301714202,Drive,4.638536,18,0,0,Home
23017257,2301725701013,2301725701,Drive,5.405308,10,49,0,Work
23017257,2301725701014,2301725701,Drive,5.350006,15,50,0,Home
23017346,2301734603002,2301734603,Drive,1.23715,9,0,0,Home
23017257,2301725701015,2301725701,Drive,2.183498,10,59,0,Personal Business/Errand/Appointment
23017257,2301725701016,2301725701,Drive,2.309637,12,0,0,Home
23017257,2301725701020,2301725701,Drive,1.650362,13,55,0,Work
23017257,2301725701022,2301725701,Drive,0.690343,16,9,0,Home
23018491,2301849101001,2301849101,Drive,3.782908,9,40,0,Personal Business/Errand/Appointment
23019455,2301945501001,2301945501,Bike/Micromobility,2.381716,15,5,0,Social/Recreation
23018491,2301849101002,2301849101,Drive,3.841317,10,30,0,Home
23019455,2301945501002,2301945501,Bike/Micromobility,2.37923,18,1,0,Home
23019455,2301945502001,2301945502,Drive,4.078059,6,0,0,Work
23019455,2301945502002,2301945502,Drive,4.076195,18,21,0,Home
23018491,2301849102001,2301849102,Walk,0.438067,8,40,0,School
23018491,2301849102002,2301849102,Walk,0.438688,11,50,0,Home
23018491,2301849102003,2301849102,Walk,0.438067,12,33,0,School
23018491,2301849102004,2301849102,Walk,0.438688,16,23,0,Home
23018491,2301849103001,2301849103,Drive,0.864327,16,0,0,Social/Recreation
23018491,2301849103002,2301849103,Drive,0.864327,16,45,0,Home
23021997,2302199702001,2302199702,Walk,0.173363,10,0,0,Social/Recreation
23021997,2302199702002,2302199702,Walk,0.173363,10,6,0,Home
23021997,2302199702003,2302199702,Walk,0.173363,12,0,0,Social/Recreation
23021997,2302199702004,2302199702,Walk,0.173363,12,11,0,Home
23021997,2302199702005,2302199702,Walk,0.141673,15,0,0,Social/Recreation
23021997,2302199702006,2302199702,Walk,0.141673,15,11,0,Home
23021997,2302199702007,2302199702,Bike/Micromobility,8.091496,15,30,0,Social/Recreation
23021997,2302199702008,2302199702,Bike/Micromobility,4.700673,16,46,0,Social/Recreation
23021997,2302199702009,2302199702,Bike/Micromobility,8.599777,17,16,0,Home
23021997,2302199703001,2302199703,Walk,0.173363,10,0,0,Social/Recreation
23021997,2302199703002,2302199703,Walk,0.173363,10,6,0,Home
23021997,2302199703003,2302199703,Walk,0.173363,12,0,0,Social/Recreation
23021997,2302199703004,2302199703,Walk,0.173363,12,11,0,Home
23021997,2302199703005,2302199703,Walk,0.141673,15,0,0,Social/Recreation
23021997,2302199703006,2302199703,Walk,0.141673,15,11,0,Home
23021997,2302199701001,2302199701,Walk,0.173363,10,0,0,Social/Recreation
23021997,2302199701002,2302199701,Walk,0.173363,10,6,0,Home
23021997,2302199701003,2302199701,Walk,0.141673,15,0,0,Social/Recreation
23021997,2302199701004,2302199701,Walk,0.141673,15,11,0,Home
23021997,2302199701005,2302199701,Bike/Micromobility,8.091496,15,30,0,Social/Recreation
23021997,2302199701006,2302199701,Bike/Micromobility,4.700673,16,46,0,Social/Recreation
23021997,2302199701007,2302199701,Bike/Micromobility,8.599777,17,16,0,Home
23023031,2302303101013,2302303101,Drive,0.472863,7,4,0,Social/Recreation
23023031,2302303101014,2302303101,Drive,0.193868,12,33,0,Personal Business/Errand/Appointment
23023031,2302303101015,2302303101,Drive,0.617643,17,43,0,Home
23023031,2302303101016,2302303101,Drive,5.862637,7,25,0,Shopping
23023031,2302303101017,2302303101,Walk,0.256005,12,8,0,Meal
23023031,2302303101018,2302303101,Walk,0.241092,12,12,0,Meal
23023031,2302303101019,2302303101,Drive,4.368239,16,54,0,Social/Recreation
23023031,2302303101020,2302303101,Walk,0.210023,18,4,0,Meal
23023031,2302303101021,2302303101,Drive,2.661333,18,25,0,Home
23023031,2302303101022,2302303101,Drive,3.28084,7,43,0,Personal Business/Errand/Appointment
23023031,2302303101023,2302303101,Drive,2.806112,8,49,0,Meal
23023031,2302303101024,2302303101,Drive,2.607274,11,14,0,Home
23023031,2302303101025,2302303101,Drive,6.621331,12,22,0,Escort
23023627,2302362701001,2302362701,Drive,1.49564,18,15,0,Shopping
23023627,2302362701002,2302362701,Drive,0.2268,18,40,0,Overnight
23024392,2302439201001,2302439201,Bike/Micromobility,6.69341,8,15,0,Work
23024392,2302439201002,2302439201,Bike/Micromobility,6.623196,17,40,0,Home
23023534,2302353401001,2302353401,Walk,0.507039,12,30,0,Shopping
23023534,2302353401002,2302353401,Walk,0.507039,13,15,0,Home
23024687,2302468702001,2302468702,Drive,6.904677,7,20,0,Work
23024687,2302468702002,2302468702,Drive,6.830112,15,40,0,Home
23024431,2302443101001,2302443101,Drive,6.3858,10,20,0,Work
23024431,2302443101002,2302443101,Drive,6.5076,11,30,0,Home
23024431,2302443102001,2302443102,Drive,6.134176,9,0,0,Escort
23024431,2302443102005,2302443102,Drive,6.132934,16,45,0,Home
23026929,2302692901001,2302692901,Drive,3.561078,8,30,0,Work
23026929,2302692901002,2302692901,Drive,1.145187,16,45,0,Social/Recreation
23026929,2302692901003,2302692901,Drive,3.267791,17,45,0,Shopping
23026929,2302692901004,2302692901,Drive,1.440338,18,40,0,Home
23027355,2302735501001,2302735501,Transit,7.394317,6,30,0,Work
23027564,2302756401002,2302756401,Drive,1.990252,11,32,0,Shopping
23027564,2302756401003,2302756401,Drive,10.1837,12,0,0,Home
23027564,2302756401005,2302756401,Drive,0.7488,15,2,0,Home
23027564,2302756402001,2302756402,Transit,4.766538,7,45,0,Shopping
23027564,2302756402002,2302756402,Transit,4.901376,17,0,0,Home
23026247,2302624701001,2302624701,Drive,7.692,9,10,0,Work
23026247,2302624701002,2302624701,Drive,7.3048,17,15,0,Home
23025844,2302584402001,2302584402,Bike/Micromobility,5.545738,7,0,0,Work
23025844,2302584402002,2302584402,Bike/Micromobility,5.696731,17,30,0,Home
23028315,2302831501015,2302831501,Drive,1.82186,11,26,0,Shopping
23028315,2302831501016,2302831501,Drive,4.229674,11,32,0,Overnight
23028315,2302831501017,2302831501,Drive,5.893084,20,34,0,Home
23028315,2302831501018,2302831501,Drive,5.571835,16,34,0,Overnight
23027776,2302777601001,2302777601,Transit,10.473211,5,30,0,Work
23027776,2302777601002,2302777601,Transit,10.077398,10,30,0,Home
23027776,2302777601006,2302777601,Drive,1.453387,16,30,0,Shopping
23027776,2302777601007,2302777601,Drive,1.453387,17,5,0,Home
23028096,2302809601034,2302809601,Drive,2.840909,20,33,0,Home
23028096,2302809601035,2302809601,Drive,3.677275,8,38,0,Personal Business/Errand/Appointment
23028315,2302831501013,2302831501,Walk,0.722655,14,19,0,Social/Recreation
23028315,2302831501014,2302831501,Walk,0.695314,14,37,0,Home
23031117,2303111701014,2303111701,Drive,8.137477,6,52,0,Work
23031117,2303111701015,2303111701,Walk,0.13608,10,53,0,Social/Recreation
23031117,2303111701016,2303111701,Walk,0.159692,11,1,0,Work
23031117,2303111701017,2303111701,Drive,9.733158,16,4,0,Home
23031117,2303111701018,2303111701,Walk,0.350453,18,46,0,Social/Recreation
23031117,2303111701019,2303111701,Walk,0.370337,18,58,0,Home
23031117,2303111701020,2303111701,Drive,1.939921,6,40,0,Meal
23031117,2303111701021,2303111701,Drive,7.995183,6,49,0,Work
23031117,2303111701022,2303111701,Drive,9.320568,15,48,0,Shopping
23031117,2303111701023,2303111701,Drive,0.566069,16,17,0,Home
23031117,2303111701024,2303111701,Drive,1.906988,6,42,0,Meal
23031117,2303111701025,2303111701,Drive,8.085903,6,56,0,Work
23031117,2303111701026,2303111701,Drive,9.527484,15,57,0,Shopping
23031117,2303111701027,2303111701,Drive,0.728868,16,23,0,Home
23031117,2303111701028,2303111701,Drive,0.137323,20,8,41,Meal
23031117,2303111701029,2303111701,Drive,0.137323,20,10,0,Home
23031117,2303111701030,2303111701,Drive,1.913823,7,12,0,Meal
23031117,2303111701031,2303111701,Drive,8.092738,7,22,0,Work
23031117,2303111701032,2303111701,Drive,9.682827,15,22,0,Home
23031117,2303111701033,2303111701,Walk,0.253519,18,9,0,Social/Recreation
23030930,2303093001002,2303093001,Drive,6.279577,7,45,0,Home
23031117,2303111701034,2303111701,Walk,0.281481,18,15,0,Home
23031117,2303111701035,2303111701,Drive,1.985281,18,58,0,Meal
23031117,2303111701036,2303111701,Drive,0.9333,19,11,0,Shopping
23031052,2303105202001,2303105202,Transit,2.453795,9,0,0,Shopping
23031117,2303111701037,2303111701,Drive,0.966232,19,14,0,Home
23031052,2303105202002,2303105202,Transit,2.453795,10,30,0,Home
23030147,2303014701001,2303014701,Drive,0.592788,8,45,0,Shopping
23030147,2303014701003,2303014701,Drive,1.0731,9,45,0,Work
23030147,2303014701005,2303014701,Drive,1.0731,13,48,0,Work
23030147,2303014701006,2303014701,Drive,2.012,17,15,0,Social/Recreation
23030147,2303014701007,2303014701,Drive,1.6702,22,0,0,Home
23031117,2303111701001,2303111701,Drive,1.834288,11,35,0,Meal
23031117,2303111701002,2303111701,Drive,1.939299,12,1,0,Home
23031117,2303111701003,2303111701,Drive,2.167343,6,36,0,Meal
23030147,2303014702003,2303014702,Drive,7.775218,23,0,0,Home
23031117,2303111701004,2303111701,Drive,9.016717,6,49,0,Work
23031117,2303111701005,2303111701,Drive,9.687798,16,10,0,Home
23031117,2303111701006,2303111701,Walk,0.332434,17,35,0,Social/Recreation
23031117,2303111701007,2303111701,Walk,0.332434,17,46,0,Home
23031117,2303111701008,2303111701,Drive,1.879648,6,52,0,Meal
23031117,2303111701009,2303111701,Drive,6.447969,7,3,0,Meal
23030178,2303017802001,2303017802,Drive,1.998951,11,50,0,Social/Recreation
23030178,2303017802002,2303017802,Drive,1.846094,13,4,0,Home
23031117,2303111701010,2303111701,Drive,1.932464,7,19,0,Work
23031117,2303111701011,2303111701,Drive,9.326782,16,2,0,Shopping
23031117,2303111701012,2303111701,Drive,0.594031,16,31,0,Home
23031117,2303111701013,2303111701,Drive,1.906367,6,34,0,Meal
23030178,2303017803001,2303017803,Walk,0.426261,7,35,0,School
23030178,2303017803002,2303017803,Walk,0.426261,15,30,0,Home
23032100,2303210001004,2303210001,Drive,0.349832,20,48,52,Shopping
23032100,2303210001005,2303210001,Drive,0.758694,21,19,0,Home
23032100,2303210001006,2303210001,Drive,2.033748,14,10,0,Escort
23033135,2303313501001,2303313501,Drive,0.676052,10,55,0,Shopping
23032100,2303210001010,2303210001,Drive,2.08905,17,27,0,Home
23033135,2303313501002,2303313501,Drive,0.6754,11,40,0,Home
23033135,2303313501003,2303313501,Walk,0.611429,17,50,0,Social/Recreation
23032100,2303210001013,2303210001,Drive,0.345482,23,19,0,Home
23033135,2303313501004,2303313501,Walk,0.611429,18,16,0,Home
23032100,2303210001014,2303210001,Drive,2.072894,13,56,0,Overnight
23032100,2303210001015,2303210001,Drive,5.253693,14,8,0,Escort
23033135,2303313502001,2303313502,Walk,0.387114,7,30,0,Social/Recreation
23033135,2303313502002,2303313502,Walk,0.387114,8,20,0,Home
23032100,2303210001017,2303210001,Walk,0.380279,20,25,0,Social/Recreation
23033135,2303313502003,2303313502,Bike/Micromobility,2.218295,9,30,0,Work
23033135,2303313502004,2303313502,Walk,0.531272,12,10,0,Meal
23032100,2303210001020,2303210001,Drive,6.472202,22,37,0,Home
23033135,2303313502005,2303313502,Walk,0.531272,13,10,0,Work
23032100,2303210001021,2303210001,Drive,0.612672,19,55,0,Shopping
23033135,2303313502006,2303313502,Bike/Micromobility,2.148702,17,0,0,Home
23032100,2303210001022,2303210001,Drive,0.326841,20,53,0,Meal
23032100,2303210001023,2303210001,Drive,0.459815,21,1,0,Home
23033135,2303313502007,2303313502,Walk,0.611429,17,50,0,Social/Recreation
23032100,2303210001024,2303210001,Drive,5.735877,19,2,0,Meal
23033135,2303313502008,2303313502,Walk,0.611429,18,16,0,Home
23032100,2303210001025,2303210001,Drive,4.500592,19,16,0,Overnight
23031966,2303196602001,2303196602,Walk,0.346725,8,35,0,Meal
23032100,2303210001027,2303210001,Drive,0.633177,17,50,0,Shopping
23032100,2303210001028,2303210001,Drive,0.658653,18,13,0,Home
23032100,2303210001029,2303210001,Drive,0.646226,20,4,0,Shopping
23032100,2303210001030,2303210001,Drive,0.676052,20,36,0,Home
23032100,2303210001031,2303210001,Walk,0.762422,19,15,0,Social/Recreation
23032100,2303210001032,2303210001,Walk,0.853764,19,32,0,Home
23033218,2303321801001,2303321801,Drive,0.564826,14,20,0,Personal Business/Errand/Appointment
23033218,2303321801002,2303321801,Drive,0.5909,16,0,0,Home
23033218,2303321802001,2303321802,Drive,1.631721,11,0,0,Work
23033218,2303321802002,2303321802,Drive,1.595681,15,40,0,Home
23033218,2303321802003,2303321802,Walk,1.867842,16,45,0,Social/Recreation
23033218,2303321802004,2303321802,Walk,1.867842,17,31,0,Home
23033218,2303321802005,2303321802,Drive,1.631721,22,30,0,Work
