ID,INFOR,CHOICE
2301304102,"The trip distance is 0.60708 miles, and trip purpose is Home. Trip starts at 15:59:0. Traveler is 55-64 years old, Male, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",2
2301304102,"The trip distance is 0.731975 miles, and trip purpose is Social/Recreation. Trip starts at 19:24:0. Traveler is 55-64 years old, Male, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",2
2301304102,"The trip distance is 0.71147 miles, and trip purpose is Home. Trip starts at 19:38:0. Traveler is 55-64 years old, Male, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",2
2301304102,"The trip distance is 3.344841 miles, and trip purpose is Home. Trip starts at 12:13:0. Traveler is 55-64 years old, Male, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2301304102,"The trip distance is 3.323715 miles, and trip purpose is Home. Trip starts at 13:1:0. Traveler is 55-64 years old, Male, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2301304102,"The trip distance is 3.37156 miles, and trip purpose is Meal. Trip starts at 10:32:0. Traveler is 55-64 years old, Male, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2301304102,"The trip distance is 3.385852 miles, and trip purpose is Home. Trip starts at 10:44:0. Traveler is 55-64 years old, Male, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2301304102,"The trip distance is 0.439309 miles, and trip purpose is Social/Recreation. Trip starts at 14:50:0. Traveler is 55-64 years old, Male, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",2
2301304102,"The trip distance is 0.526923 miles, and trip purpose is Escort. Trip starts at 15:43:0. Traveler is 55-64 years old, Male, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2301304102,"The trip distance is 0.336162 miles, and trip purpose is Home. Trip starts at 15:59:0. Traveler is 55-64 years old, Male, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2301311901,"The trip distance is 4.5994 miles, and trip purpose is Work. Trip starts at 8:0:0. Traveler is 45-54 years old, Male, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2301311901,"The trip distance is 4.5975 miles, and trip purpose is Home. Trip starts at 16:35:0. Traveler is 45-54 years old, Male, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2301330701,"The trip distance is 1.076215 miles, and trip purpose is Social/Recreation. Trip starts at 10:45:0. Traveler is 65-74 years old, Male, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $25,000-$49,999. ",1
2301330701,"The trip distance is 1.081186 miles, and trip purpose is Home. Trip starts at 11:15:0. Traveler is 65-74 years old, Male, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $25,000-$49,999. ",1
2300781401,"The trip distance is 8.96825 miles, and trip purpose is Work. Trip starts at 5:10:0. Traveler is 35-44 years old, Male, with High school graduate. The person's household owns 2 vehicles, and the household income is $75,000-$99,999. ",3
2300781401,"The trip distance is 9.192565 miles, and trip purpose is Home. Trip starts at 14:30:0. Traveler is 35-44 years old, Male, with High school graduate. The person's household owns 2 vehicles, and the household income is $75,000-$99,999. ",3
2300781402,"The trip distance is 0.63877 miles, and trip purpose is Social/Recreation. Trip starts at 14:2:21. Traveler is 35-44 years old, Female, with High school graduate. The person's household owns 2 vehicles, and the household income is $75,000-$99,999. ",1
2300784801,"The trip distance is 0.139187 miles, and trip purpose is Meal. Trip starts at 13:0:0. Traveler is 25-34 years old, Female, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",2
2300784801,"The trip distance is 0.139187 miles, and trip purpose is Meal. Trip starts at 13:25:0. Traveler is 25-34 years old, Female, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",2
2300821301,"The trip distance is 0.300122 miles, and trip purpose is Escort. Trip starts at 7:45:0. Traveler is 45-54 years old, Female, with a Graduate degree. The person's household owns 2 vehicles, and the household income is $100,000-$199,999. ",2
2300821302,"The trip distance is 0.300122 miles, and trip purpose is Escort. Trip starts at 7:45:0. Traveler is 35-44 years old, Male, with a Graduate degree. The person's household owns 2 vehicles, and the household income is $100,000-$199,999. ",2
2300828101,"The trip distance is 9.154662 miles, and trip purpose is Shopping. Trip starts at 18:23:0. Traveler is 55-64 years old, Female, with college education. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",1
2300828101,"The trip distance is 10.048815 miles, and trip purpose is Shopping. Trip starts at 13:57:0. Traveler is 55-64 years old, Female, with college education. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",1
2300640001,"The trip distance is 0.250413 miles, and trip purpose is Social/Recreation. Trip starts at 19:0:0. Traveler is 55-64 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",1
2300640001,"The trip distance is 12.8127 miles, and trip purpose is Home. Trip starts at 21:0:0. Traveler is 55-64 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",1
2300311801,"The trip distance is 4.485679 miles, and trip purpose is Social/Recreation. Trip starts at 18:35:0. Traveler is 25-34 years old, Female, with college education. The person's household owns 1 vehicle, and the household income is $25,000-$49,999. ",1
2300311801,"The trip distance is 2.891862 miles, and trip purpose is Shopping. Trip starts at 21:33:0. Traveler is 25-34 years old, Female, with college education. The person's household owns 1 vehicle, and the household income is $25,000-$49,999. ",1
2300311801,"The trip distance is 1.655333 miles, and trip purpose is Home. Trip starts at 22:1:0. Traveler is 25-34 years old, Female, with college education. The person's household owns 1 vehicle, and the household income is $25,000-$49,999. ",1
2300311801,"The trip distance is 0.731354 miles, and trip purpose is Shopping. Trip starts at 11:39:0. Traveler is 25-34 years old, Female, with college education. The person's household owns 1 vehicle, and the household income is $25,000-$49,999. ",1
2300311801,"The trip distance is 3.768616 miles, and trip purpose is Social/Recreation. Trip starts at 11:49:0. Traveler is 25-34 years old, Female, with college education. The person's household owns 1 vehicle, and the household income is $25,000-$49,999. ",1
2300311801,"The trip distance is 0.152857 miles, and trip purpose is Meal. Trip starts at 14:31:0. Traveler is 25-34 years old, Female, with college education. The person's household owns 1 vehicle, and the household income is $25,000-$49,999. ",2
2300311801,"The trip distance is 2.857065 miles, and trip purpose is Home. Trip starts at 17:2:0. Traveler is 25-34 years old, Female, with college education. The person's household owns 1 vehicle, and the household income is $25,000-$49,999. ",1
2300381501,"The trip distance is 7.1594 miles, and trip purpose is Work. Trip starts at 8:30:0. Traveler is 55-64 years old, Female, with a Graduate degree. The person's household owns 2 vehicles, and the household income is $100,000-$199,999. ",1
2300381501,"The trip distance is 4.997688 miles, and trip purpose is Business/Errand. Trip starts at 12:30:0. Traveler is 55-64 years old, Female, with a Graduate degree. The person's household owns 2 vehicles, and the household income is $100,000-$199,999. ",1
2300381501,"The trip distance is 2.486106 miles, and trip purpose is Shopping. Trip starts at 14:2:0. Traveler is 55-64 years old, Female, with a Graduate degree. The person's household owns 2 vehicles, and the household income is $100,000-$199,999. ",1
2300381501,"The trip distance is 0.3045 miles, and trip purpose is Home. Trip starts at 14:34:0. Traveler is 55-64 years old, Female, with a Graduate degree. The person's household owns 2 vehicles, and the household income is $100,000-$199,999. ",1
2300381502,"The trip distance is 2.584283 miles, and trip purpose is Home. Trip starts at 16:48:0. Traveler is 45-54 years old, Male, with a Bachelor degree. The person's household owns 2 vehicles, and the household income is $100,000-$199,999. ",1
2300432901,"The trip distance is 3.132954 miles, and trip purpose is Shopping. Trip starts at 8:33:0. Traveler is 35-44 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2300432901,"The trip distance is 0.284588 miles, and trip purpose is Shopping. Trip starts at 8:54:0. Traveler is 35-44 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2300432901,"The trip distance is 2.821647 miles, and trip purpose is Home. Trip starts at 9:12:0. Traveler is 35-44 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2300432902,"The trip distance is 9.635602 miles, and trip purpose is Work. Trip starts at 8:7:0. Traveler is 35-44 years old, Non-binary, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",3
2300432902,"The trip distance is 8.451891 miles, and trip purpose is Home. Trip starts at 19:1:0. Traveler is 35-44 years old, Non-binary, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",3
2300168201,"The trip distance is 0.32187 miles, and trip purpose is Shopping. Trip starts at 17:23:0. Traveler is 45-54 years old, Male, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",2
2300168201,"The trip distance is 0.274646 miles, and trip purpose is Home. Trip starts at 17:39:0. Traveler is 45-54 years old, Male, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",2
2300168201,"The trip distance is 3.234237 miles, and trip purpose is Home. Trip starts at 17:50:0. Traveler is 45-54 years old, Male, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",3
2300168201,"The trip distance is 3.16775 miles, and trip purpose is Work. Trip starts at 7:51:0. Traveler is 45-54 years old, Male, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",3
2300168201,"The trip distance is 3.511368 miles, and trip purpose is Shopping. Trip starts at 14:11:0. Traveler is 45-54 years old, Male, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",3
2300168201,"The trip distance is 0.303229 miles, and trip purpose is Home. Trip starts at 14:36:0. Traveler is 45-54 years old, Male, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",2
2300168201,"The trip distance is 2.387308 miles, and trip purpose is Home. Trip starts at 8:38:0. Traveler is 45-54 years old, Male, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2300168201,"The trip distance is 4.485057 miles, and trip purpose is Business/Errand. Trip starts at 13:41:0. Traveler is 45-54 years old, Male, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2300168201,"The trip distance is 4.847938 miles, and trip purpose is Meal. Trip starts at 9:15:0. Traveler is 45-54 years old, Male, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2300168201,"The trip distance is 0.256626 miles, and trip purpose is Business/Errand. Trip starts at 9:37:0. Traveler is 45-54 years old, Male, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2300168201,"The trip distance is 0.785413 miles, and trip purpose is Meal. Trip starts at 6:58:0. Traveler is 45-54 years old, Male, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2300168201,"The trip distance is 0.845065 miles, and trip purpose is Home. Trip starts at 7:13:0. Traveler is 45-54 years old, Male, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2300168201,"The trip distance is 0.291423 miles, and trip purpose is Shopping. Trip starts at 16:39:0. Traveler is 45-54 years old, Male, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",2
2300168201,"The trip distance is 0.285209 miles, and trip purpose is Home. Trip starts at 17:0:0. Traveler is 45-54 years old, Male, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",2
2300168201,"The trip distance is 4.464552 miles, and trip purpose is Business/Errand. Trip starts at 15:1:0. Traveler is 45-54 years old, Male, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",3
2300168201,"The trip distance is 4.068738 miles, and trip purpose is Shopping. Trip starts at 17:0:0. Traveler is 45-54 years old, Male, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",3
2300168201,"The trip distance is 0.255384 miles, and trip purpose is Home. Trip starts at 17:36:0. Traveler is 45-54 years old, Male, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",2
2300168202,"The trip distance is 0.936406 miles, and trip purpose is Business/Errand. Trip starts at 12:10:0. Traveler is 45-54 years old, Female, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2300168202,"The trip distance is 1.985902 miles, and trip purpose is Meal. Trip starts at 12:19:0. Traveler is 45-54 years old, Female, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2300168202,"The trip distance is 1.45463 miles, and trip purpose is Home. Trip starts at 13:2:0. Traveler is 45-54 years old, Female, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2300168202,"The trip distance is 6.205635 miles, and trip purpose is Social/Recreation. Trip starts at 15:9:0. Traveler is 45-54 years old, Female, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2300168202,"The trip distance is 1.827453 miles, and trip purpose is Shopping. Trip starts at 16:1:0. Traveler is 45-54 years old, Female, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2300168202,"The trip distance is 0.495233 miles, and trip purpose is Shopping. Trip starts at 16:52:0. Traveler is 45-54 years old, Female, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2300168202,"The trip distance is 1.245849 miles, and trip purpose is Home. Trip starts at 16:58:0. Traveler is 45-54 years old, Female, with a Bachelor degree. The person's household owns 1 vehicle, and the household income is $200,000 or more. ",1
2300169001,"The trip distance is 0.237364 miles, and trip purpose is Social/Recreation. Trip starts at 18:30:0. Traveler is 65-74 years old, Female, with a Bachelor degree. The person's household owns 2 vehicles, and the household income is $50,000-$74,999. ",2
2300169001,"The trip distance is 0.237364 miles, and trip purpose is Home. Trip starts at 19:1:0. Traveler is 65-74 years old, Female, with a Bachelor degree. The person's household owns 2 vehicles, and the household income is $50,000-$74,999. ",2
2300871801,"The trip distance is 3.930173 miles, and trip purpose is Work. Trip starts at 7:39:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $50,000-$74,999. ",4
2300871801,"The trip distance is 0.29453 miles, and trip purpose is Work. Trip starts at 11:24:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $50,000-$74,999. ",2
2300871801,"The trip distance is 0.341754 miles, and trip purpose is Work. Trip starts at 12:1:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $50,000-$74,999. ",2
2300871801,"The trip distance is 3.953785 miles, and trip purpose is Home. Trip starts at 17:20:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $50,000-$74,999. ",4
2300872601,"The trip distance is 5.722208 miles, and trip purpose is Social/Recreation. Trip starts at 17:49:0. Traveler is 35-44 years old, Male, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $75,000-$99,999. ",3
2300872601,"The trip distance is 5.747683 miles, and trip purpose is Home. Trip starts at 22:39:0. Traveler is 35-44 years old, Male, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $75,000-$99,999. ",3
2300559501,"The trip distance is 1.704421 miles, and trip purpose is Shopping. Trip starts at 18:32:0. Traveler is 35-44 years old, Male, with a Bachelor degree. The person's household owns 0 (no vehicles), and the household income is $75,000-$99,999. ",3
2300559501,"The trip distance is 1.718091 miles, and trip purpose is Home. Trip starts at 19:1:0. Traveler is 35-44 years old, Male, with a Bachelor degree. The person's household owns 0 (no vehicles), and the household income is $75,000-$99,999. ",3
2300559501,"The trip distance is 2.609759 miles, and trip purpose is Home. Trip starts at 20:50:0. Traveler is 35-44 years old, Male, with a Bachelor degree. The person's household owns 0 (no vehicles), and the household income is $75,000-$99,999. ",1
2301023301,"The trip distance is 9.588379 miles, and trip purpose is Home. Trip starts at 17:45:0. Traveler is 55-64 years old, Male, with an Associates degree. The person's household owns 3 vehicles, and the household income is Under $25,000. ",1
2301037101,"The trip distance is 0.943863 miles, and trip purpose is Business/Errand. Trip starts at 10:49:0. Traveler is 75 years or older old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $75,000-$99,999. ",1
2301037101,"The trip distance is 0.74751 miles, and trip purpose is Business/Errand. Trip starts at 11:40:0. Traveler is 75 years or older old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $75,000-$99,999. ",1
2301037101,"The trip distance is 1.036447 miles, and trip purpose is Home. Trip starts at 13:27:0. Traveler is 75 years or older old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $75,000-$99,999. ",1
2301042101,"The trip distance is 1.043904 miles, and trip purpose is Social/Recreation. Trip starts at 9:0:0. Traveler is 65-74 years old, Male, with a Graduate degree. The person's household owns 2 vehicles, and the household income is $100,000-$199,999. ",1
2301042101,"The trip distance is 2.556942 miles, and trip purpose is Social/Recreation. Trip starts at 9:45:0. Traveler is 65-74 years old, Male, with a Graduate degree. The person's household owns 2 vehicles, and the household income is $100,000-$199,999. ",1
2301042101,"The trip distance is 3.46663 miles, and trip purpose is Meal. Trip starts at 12:30:0. Traveler is 65-74 years old, Male, with a Graduate degree. The person's household owns 2 vehicles, and the household income is $100,000-$199,999. ",1
2301042101,"The trip distance is 2.924173 miles, and trip purpose is Business/Errand. Trip starts at 13:0:0. Traveler is 65-74 years old, Male, with a Graduate degree. The person's household owns 2 vehicles, and the household income is $100,000-$199,999. ",1
2301042101,"The trip distance is 0.827666 miles, and trip purpose is Home. Trip starts at 13:35:0. Traveler is 65-74 years old, Male, with a Graduate degree. The person's household owns 2 vehicles, and the household income is $100,000-$199,999. ",1
2301062901,"The trip distance is 1.573312 miles, and trip purpose is Home. Trip starts at 20:48:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",3
2301062901,"The trip distance is 0.338647 miles, and trip purpose is Social/Recreation. Trip starts at 9:57:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",2
2301062901,"The trip distance is 0.338647 miles, and trip purpose is Home. Trip starts at 10:10:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",2
2301062901,"The trip distance is 0.316278 miles, and trip purpose is Social/Recreation. Trip starts at 10:18:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",2
2301062901,"The trip distance is 0.320628 miles, and trip purpose is Home. Trip starts at 10:25:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",2
2301062901,"The trip distance is 0.431232 miles, and trip purpose is Meal. Trip starts at 12:25:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",2
2301062901,"The trip distance is 0.477213 miles, and trip purpose is Home. Trip starts at 13:22:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",2
2301062901,"The trip distance is 0.269675 miles, and trip purpose is Social/Recreation. Trip starts at 9:53:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",2
2301062901,"The trip distance is 0.246684 miles, and trip purpose is Home. Trip starts at 10:14:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",2
2301062901,"The trip distance is 1.127789 miles, and trip purpose is Business/Errand. Trip starts at 11:24:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",1
2301062901,"The trip distance is 1.115983 miles, and trip purpose is Business/Errand. Trip starts at 11:34:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",1
2301062901,"The trip distance is 1.506825 miles, and trip purpose is Social/Recreation. Trip starts at 11:52:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",3
2301062901,"The trip distance is 0.297015 miles, and trip purpose is Shopping. Trip starts at 14:31:16. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",2
2301062901,"The trip distance is 1.342162 miles, and trip purpose is Social/Recreation. Trip starts at 15:3:40. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",3
2301062901,"The trip distance is 0.317521 miles, and trip purpose is Shopping. Trip starts at 8:44:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",2
2301062901,"The trip distance is 0.310064 miles, and trip purpose is Home. Trip starts at 9:11:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",2
2301062901,"The trip distance is 3.04969 miles, and trip purpose is Home. Trip starts at 10:38:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",3
2301062901,"The trip distance is 4.936794 miles, and trip purpose is Social/Recreation. Trip starts at 18:28:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",1
2301062901,"The trip distance is 4.997688 miles, and trip purpose is Home. Trip starts at 20:18:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",1
2301062901,"The trip distance is 0.246684 miles, and trip purpose is Social/Recreation. Trip starts at 9:16:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",2
2301062901,"The trip distance is 0.287695 miles, and trip purpose is Home. Trip starts at 9:24:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",2
2301062901,"The trip distance is 2.371153 miles, and trip purpose is Work. Trip starts at 12:35:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",3
2301062901,"The trip distance is 1.586982 miles, and trip purpose is Home. Trip starts at 15:8:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",3
2301062901,"The trip distance is 4.387502 miles, and trip purpose is Meal. Trip starts at 16:27:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",3
2301062901,"The trip distance is 0.223694 miles, and trip purpose is Social/Recreation. Trip starts at 9:16:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",2
2301062901,"The trip distance is 0.228665 miles, and trip purpose is Home. Trip starts at 9:21:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",2
2301062901,"The trip distance is 4.216004 miles, and trip purpose is Shopping. Trip starts at 10:56:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",1
2301062901,"The trip distance is 0.649954 miles, and trip purpose is Social/Recreation. Trip starts at 11:8:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",1
2301062901,"The trip distance is 3.427483 miles, and trip purpose is Work. Trip starts at 12:47:0. Traveler is 25-34 years old, Female, with a Graduate degree. The person's household owns 1 vehicle, and the household income is $100,000-$199,999. ",1
