ID,INFOR,CHOICE
10360023,"The trip distance is 16.5 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 111 minutes, and the travel cost is 0.0 CHF. 2. Driving: travel time is 19 minutes, and the travel cost is 2.06 CHF. 3. Soft modes are free of charge. Traveler is 17 year old female who work part time and has 3 children. The household owns 2 cars, 1 motorcycle, 6 bicycles.",1
10360023,"The trip distance is 11.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 182 minutes, and the travel cost is 0.0 CHF. 2. Driving: travel time is 12 minutes, and the travel cost is 1.35 CHF. 3. Soft modes are free of charge. Traveler is 17 year old female who work part time and has 3 children. The household owns 2 cars, 1 motorcycle, 6 bicycles.",1
10360035,"The trip distance is 30.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 118 minutes, and the travel cost is 11.0 CHF. 2. Driving: travel time is 33 minutes, and the travel cost is 4.7 CHF. 3. Soft modes are free of charge. Traveler is 54 year old female who work part time and has no children. The household owns 3 cars, 0 motorcycle, 2 bicycles.",1
10360113,"The trip distance is 14.2 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 145 minutes, and the travel cost is 14.0 CHF. 2. Driving: travel time is 14 minutes, and the travel cost is 1.81 CHF. 3. Soft modes are free of charge. Traveler is 53 year old male who work full time and has no children. The household owns 3 cars, 2 motorcycles, 3 bicycles.",1
10360139,"The trip distance is 31.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 135 minutes, and the travel cost is 7.8 CHF. 2. Driving: travel time is 33 minutes, and the travel cost is 4.46 CHF. 3. Soft modes are free of charge. Traveler is 46 year old female who work part time and has 2 children. The household owns 2 cars, 1 motorcycle, 3 bicycles.",1
10360139,"The trip distance is 1.4 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 0 minutes, and the travel cost is 2.2 CHF. 2. Driving: travel time is 2 minutes, and the travel cost is 0.49 CHF. 3. Soft modes are free of charge. Traveler is 46 year old female who work part time and has 2 children. The household owns 2 cars, 1 motorcycle, 3 bicycles.",1
10360162,"The trip distance is 3.5 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 98 minutes, and the travel cost is 3.0 CHF. 2. Driving: travel time is 5 minutes, and the travel cost is 0.6 CHF. 3. Soft modes are free of charge. Traveler is 70 year old male who work part time and has no children. The household owns 1 car, 0 motorcycle, 2 bicycles.",1
10360162,"The trip distance is 0.7 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 11 minutes, and the travel cost is 2.2 CHF. 2. Driving: travel time is 2 minutes, and the travel cost is 0.21 CHF. 3. Soft modes are free of charge. Traveler is 70 year old male who work part time and has no children. The household owns 1 car, 0 motorcycle, 2 bicycles.",2
10360162,"The trip distance is 1.1 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 15 minutes, and the travel cost is 0.0 CHF. 2. Driving: travel time is 3 minutes, and the travel cost is 0.46 CHF. 3. Soft modes are free of charge. Traveler is 70 year old male who work part time and has no children. The household owns 1 car, 0 motorcycle, 2 bicycles.",2
10360193,"The trip distance is 32.5 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 159 minutes, and the travel cost is 43.2 CHF. 2. Driving: travel time is 28 minutes, and the travel cost is 4.61 CHF. 3. Soft modes are free of charge. Traveler is 37 year old male who work full time and has no children. The household owns 2 cars, 0 motorcycle, 0 bicycle.",1
10360195,"The trip distance is 51.5 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 194 minutes, and the travel cost is 9.6 CHF. 2. Driving: travel time is 47 minutes, and the travel cost is 6.98 CHF. 3. Soft modes are free of charge. Traveler is 52 year old female who work part time and has no children. The household owns 2 cars, 1 motorcycle, 4 bicycles.",1
10360212,"The trip distance is 16.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 61 minutes, and the travel cost is 6.2 CHF. 2. Driving: travel time is 15 minutes, and the travel cost is 2.39 CHF. 3. Soft modes are free of charge. Traveler is 59 year old male who work part time and has no children. The household owns 2 cars, 0 motorcycle, 0 bicycle.",1
10360212,"The trip distance is 6.5 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 73 minutes, and the travel cost is 6.2 CHF. 2. Driving: travel time is 8 minutes, and the travel cost is 0.87 CHF. 3. Soft modes are free of charge. Traveler is 59 year old male who work part time and has no children. The household owns 2 cars, 0 motorcycle, 0 bicycle.",1
10360225,"The trip distance is 16.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 60 minutes, and the travel cost is 2.4 CHF. 2. Driving: travel time is 17 minutes, and the travel cost is 2.45 CHF. 3. Soft modes are free of charge. Traveler is 60 year old female who work part time and has no children. The household owns 1 car, 0 motorcycle, 3 bicycles.",1
10360225,"The trip distance is 97.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 228 minutes, and the travel cost is 38.9 CHF. 2. Driving: travel time is 64 minutes, and the travel cost is 12.8 CHF. 3. Soft modes are free of charge. Traveler is 60 year old female who work part time and has no children. The household owns 1 car, 0 motorcycle, 3 bicycles.",1
10360225,"The trip distance is 298.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 269 minutes, and the travel cost is 44.6 CHF. 2. Driving: travel time is 180 minutes, and the travel cost is 38.61 CHF. 3. Soft modes are free of charge. Traveler is 60 year old female who work part time and has no children. The household owns 1 car, 0 motorcycle, 3 bicycles.",1
10360235,"The trip distance is 67.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 219 minutes, and the travel cost is 38.4 CHF. 2. Driving: travel time is 49 minutes, and the travel cost is 9.04 CHF. 3. Soft modes are free of charge. Traveler is 61 year old male who work full time and has no children. The household owns 3 cars, 1 motorcycle, 5 bicycles.",1
10360284,"The trip distance is 34.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 162 minutes, and the travel cost is 7.0 CHF. 2. Driving: travel time is 33 minutes, and the travel cost is 4.63 CHF. 3. Soft modes are free of charge. Traveler is 66 year old female who work part time and has no children. The household owns 2 cars, 0 motorcycle, 2 bicycles.",1
10360284,"The trip distance is 21.6 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 151 minutes, and the travel cost is 4.8 CHF. 2. Driving: travel time is 28 minutes, and the travel cost is 3.28 CHF. 3. Soft modes are free of charge. Traveler is 66 year old female who work part time and has no children. The household owns 2 cars, 0 motorcycle, 2 bicycles.",1
10360285,"The trip distance is 29.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 176 minutes, and the travel cost is 11.0 CHF. 2. Driving: travel time is 30 minutes, and the travel cost is 4.49 CHF. 3. Soft modes are free of charge. Traveler is 39 year old female who work part time and has 2 children. The household owns 2 cars, 1 motorcycle, 4 bicycles.",1
10360285,"The trip distance is 30.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 143 minutes, and the travel cost is 11.0 CHF. 2. Driving: travel time is 34 minutes, and the travel cost is 4.79 CHF. 3. Soft modes are free of charge. Traveler is 39 year old female who work part time and has 2 children. The household owns 2 cars, 1 motorcycle, 4 bicycles.",1
10360286,"The trip distance is 88.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 185 minutes, and the travel cost is 43.2 CHF. 2. Driving: travel time is 61 minutes, and the travel cost is 11.78 CHF. 3. Soft modes are free of charge. Traveler is 42 year old male who work full time and has 2 children. The household owns 2 cars, 1 motorcycle, 4 bicycles.",1
10360414,"The trip distance is 25.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 108 minutes, and the travel cost is 9.6 CHF. 2. Driving: travel time is 23 minutes, and the travel cost is 3.4 CHF. 3. Soft modes are free of charge. Traveler is 44 year old male who work full time and has 3 children. The household owns 1 car, 1 motorcycle, 5 bicycles.",1
10360414,"The trip distance is 27.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 102 minutes, and the travel cost is 9.6 CHF. 2. Driving: travel time is 24 minutes, and the travel cost is 3.73 CHF. 3. Soft modes are free of charge. Traveler is 44 year old male who work full time and has 3 children. The household owns 1 car, 1 motorcycle, 5 bicycles.",1
10360415,"The trip distance is 14.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 77 minutes, and the travel cost is 6.0 CHF. 2. Driving: travel time is 18 minutes, and the travel cost is 2.01 CHF. 3. Soft modes are free of charge. Traveler is 36 year old female who work part time and has 3 children. The household owns 1 car, 1 motorcycle, 5 bicycles.",1
10360460,"The trip distance is 17.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 66 minutes, and the travel cost is 9.6 CHF. 2. Driving: travel time is 16 minutes, and the travel cost is 2.41 CHF. 3. Soft modes are free of charge. Traveler is 27 year old male who work full time and has no children. The household owns 2 cars, 0 motorcycle, 1 bicycle.",1
10360462,"The trip distance is 50.5 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 124 minutes, and the travel cost is 12.4 CHF. 2. Driving: travel time is 46 minutes, and the travel cost is 6.68 CHF. 3. Soft modes are free of charge. Traveler is 65 year old female who work part time and has no children. The household owns 1 car, 0 motorcycle, 0 bicycle.",1
10360464,"The trip distance is 22.5 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 91 minutes, and the travel cost is 0.0 CHF. 2. Driving: travel time is 22 minutes, and the travel cost is 2.95 CHF. 3. Soft modes are free of charge. Traveler is 17 year old male who work part time and has no children. The household owns 1 car, 1 motorcycle, 4 bicycles.",0
10360475,"The trip distance is 0.7 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 53 minutes, and the travel cost is 2.8 CHF. 2. Driving: travel time is 1 minutes, and the travel cost is 0.16 CHF. 3. Soft modes are free of charge. Traveler is 50 year old male who work full time and has no children. The household owns 2 cars, 0 motorcycle, 7 bicycles.",0
10360475,"The trip distance is 109.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 162 minutes, and the travel cost is 21.0 CHF. 2. Driving: travel time is 85 minutes, and the travel cost is 14.37 CHF. 3. Soft modes are free of charge. Traveler is 50 year old male who work full time and has no children. The household owns 2 cars, 0 motorcycle, 7 bicycles.",1
10360518,"The trip distance is 31.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 104 minutes, and the travel cost is 11.0 CHF. 2. Driving: travel time is 35 minutes, and the travel cost is 4.63 CHF. 3. Soft modes are free of charge. Traveler is 28 year old female who work part time and has no children. The household owns 2 cars, 0 motorcycle, 2 bicycles.",1
10360519,"The trip distance is 109.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 279 minutes, and the travel cost is 46.2 CHF. 2. Driving: travel time is 117 minutes, and the travel cost is 15.35 CHF. 3. Soft modes are free of charge. Traveler is 29 year old male who work part time and has no children. The household owns 2 cars, 0 motorcycle, 2 bicycles.",1
10360519,"The trip distance is 24.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 127 minutes, and the travel cost is 12.4 CHF. 2. Driving: travel time is 31 minutes, and the travel cost is 3.48 CHF. 3. Soft modes are free of charge. Traveler is 29 year old male who work part time and has no children. The household owns 2 cars, 0 motorcycle, 2 bicycles.",1
10360527,"The trip distance is 16.5 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 102 minutes, and the travel cost is 4.8 CHF. 2. Driving: travel time is 14 minutes, and the travel cost is 2.24 CHF. 3. Soft modes are free of charge. Traveler is 41 year old female who work part time and has 2 children. The household owns 1 car, 1 motorcycle, 3 bicycles.",1
10360527,"The trip distance is 11.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 82 minutes, and the travel cost is 3.0 CHF. 2. Driving: travel time is 12 minutes, and the travel cost is 1.48 CHF. 3. Soft modes are free of charge. Traveler is 41 year old female who work part time and has 2 children. The household owns 1 car, 1 motorcycle, 3 bicycles.",1
10360532,"The trip distance is 31.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 105 minutes, and the travel cost is 11.0 CHF. 2. Driving: travel time is 29 minutes, and the travel cost is 4.63 CHF. 3. Soft modes are free of charge. Traveler is 37 year old male who work full time and has no children. The household owns 2 cars, 0 motorcycle, 2 bicycles.",1
10360533,"The trip distance is 119.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 251 minutes, and the travel cost is 65.8 CHF. 2. Driving: travel time is 76 minutes, and the travel cost is 15.96 CHF. 3. Soft modes are free of charge. Traveler is 39 year old female who work part time and has no children. The household owns 2 cars, 0 motorcycle, 3 bicycles.",1
10540009,"The trip distance is 69.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 222 minutes, and the travel cost is 49.6 CHF. 2. Driving: travel time is 55 minutes, and the travel cost is 9.06 CHF. 3. Soft modes are free of charge. Traveler is 44 year old female who work part time and has 2 children. The household owns 2 cars, 1 motorcycle, 3 bicycles.",1
10540009,"The trip distance is 13.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 99 minutes, and the travel cost is 5.6 CHF. 2. Driving: travel time is 16 minutes, and the travel cost is 1.76 CHF. 3. Soft modes are free of charge. Traveler is 44 year old female who work part time and has 2 children. The household owns 2 cars, 1 motorcycle, 3 bicycles.",1
10540009,"The trip distance is 3.8 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 65 minutes, and the travel cost is 5.4 CHF. 2. Driving: travel time is 5 minutes, and the travel cost is 0.6 CHF. 3. Soft modes are free of charge. Traveler is 44 year old female who work part time and has 2 children. The household owns 2 cars, 1 motorcycle, 3 bicycles.",1
10540067,"The trip distance is 25.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 26 minutes, and the travel cost is 2.2 CHF. 2. Driving: travel time is 32 minutes, and the travel cost is 3.31 CHF. 3. Soft modes are free of charge. Traveler is 55 year old male who work full time and has no children. The household owns 2 cars, 0 motorcycle, 4 bicycles.",1
10540067,"The trip distance is 0.4 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 10 minutes, and the travel cost is 2.2 CHF. 2. Driving: travel time is 0 minutes, and the travel cost is 0.07 CHF. 3. Soft modes are free of charge. Traveler is 55 year old male who work full time and has no children. The household owns 2 cars, 0 motorcycle, 4 bicycles.",1
10540067,"The trip distance is 12.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 66 minutes, and the travel cost is 2.2 CHF. 2. Driving: travel time is 16 minutes, and the travel cost is 1.75 CHF. 3. Soft modes are free of charge. Traveler is 55 year old male who work full time and has no children. The household owns 2 cars, 0 motorcycle, 4 bicycles.",1
10540067,"The trip distance is 2.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 42 minutes, and the travel cost is 2.2 CHF. 2. Driving: travel time is 3 minutes, and the travel cost is 0.36 CHF. 3. Soft modes are free of charge. Traveler is 55 year old male who work full time and has no children. The household owns 2 cars, 0 motorcycle, 4 bicycles.",1
10540128,"The trip distance is 23.5 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 124 minutes, and the travel cost is 12.2 CHF. 2. Driving: travel time is 40 minutes, and the travel cost is 3.77 CHF. 3. Soft modes are free of charge. Traveler is 64 year old female who work part time and has no children. The household owns 2 cars, 0 motorcycle, 3 bicycles.",1
10540131,"The trip distance is 32.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 101 minutes, and the travel cost is 8.8 CHF. 2. Driving: travel time is 31 minutes, and the travel cost is 4.54 CHF. 3. Soft modes are free of charge. Traveler is 40 year old female who work part time and has 2 children. The household owns 2 cars, 0 motorcycle, 5 bicycles.",1
10540131,"The trip distance is 32.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 105 minutes, and the travel cost is 7.1 CHF. 2. Driving: travel time is 31 minutes, and the travel cost is 4.51 CHF. 3. Soft modes are free of charge. Traveler is 40 year old female who work part time and has 2 children. The household owns 2 cars, 0 motorcycle, 5 bicycles.",1
10540169,"The trip distance is 17.5 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 112 minutes, and the travel cost is 3.9 CHF. 2. Driving: travel time is 20 minutes, and the travel cost is 2.21 CHF. 3. Soft modes are free of charge. Traveler is 69 year old male who work part time and has no children. The household owns 1 car, 0 motorcycle, 2 bicycles.",1
10540178,"The trip distance is 2.5 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 66 minutes, and the travel cost is 4.8 CHF. 2. Driving: travel time is 3 minutes, and the travel cost is 0.39 CHF. 3. Soft modes are free of charge. Traveler is 59 year old male who work part time and has no children. The household owns 2 cars, 0 motorcycle, 2 bicycles.",1
10540178,"The trip distance is 28.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 186 minutes, and the travel cost is 8.2 CHF. 2. Driving: travel time is 34 minutes, and the travel cost is 3.94 CHF. 3. Soft modes are free of charge. Traveler is 59 year old male who work part time and has no children. The household owns 2 cars, 0 motorcycle, 2 bicycles.",1
10540187,"The trip distance is 18.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 96 minutes, and the travel cost is 0.0 CHF. 2. Driving: travel time is 34 minutes, and the travel cost is 3.2 CHF. 3. Soft modes are free of charge. Traveler is 45 year old male who work full time and has 2 children. The household owns 1 car, 1 motorcycle, 4 bicycles.",1
10540215,"The trip distance is 17.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 67 minutes, and the travel cost is 6.2 CHF. 2. Driving: travel time is 17 minutes, and the travel cost is 2.19 CHF. 3. Soft modes are free of charge. Traveler is 40 year old female who work full time and has no children. The household owns 2 cars, 0 motorcycle, 2 bicycles.",1
10540216,"The trip distance is 45.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 139 minutes, and the travel cost is 16.4 CHF. 2. Driving: travel time is 33 minutes, and the travel cost is 5.79 CHF. 3. Soft modes are free of charge. Traveler is 30 year old male who work full time and has no children. The household owns 2 cars, 0 motorcycle, 2 bicycles.",1
10540237,"The trip distance is 6.5 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 64 minutes, and the travel cost is 6.0 CHF. 2. Driving: travel time is 11 minutes, and the travel cost is 1.16 CHF. 3. Soft modes are free of charge. Traveler is 34 year old female who work part time and has no children. The household owns 2 cars, 0 motorcycle, 2 bicycles.",1
10540260,"The trip distance is 23.5 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 123 minutes, and the travel cost is 0.0 CHF. 2. Driving: travel time is 41 minutes, and the travel cost is 4.08 CHF. 3. Soft modes are free of charge. Traveler is 20 year old female who work part time and has no children. The household owns 1 car, 0 motorcycle, 3 bicycles.",0
10540265,"The trip distance is 22.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 168 minutes, and the travel cost is 35.1 CHF. 2. Driving: travel time is 28 minutes, and the travel cost is 2.97 CHF. 3. Soft modes are free of charge. Traveler is 44 year old male who work full time and has 2 children. The household owns 2 cars, 0 motorcycle, 4 bicycles.",1
10540266,"The trip distance is 28.8 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 234 minutes, and the travel cost is 7.9 CHF. 2. Driving: travel time is 40 minutes, and the travel cost is 4.18 CHF. 3. Soft modes are free of charge. Traveler is 41 year old female who work part time and has 2 children. The household owns 2 cars, 0 motorcycle, 4 bicycles.",1
10540271,"The trip distance is 23.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 196 minutes, and the travel cost is 12.6 CHF. 2. Driving: travel time is 25 minutes, and the travel cost is 3.12 CHF. 3. Soft modes are free of charge. Traveler is 35 year old female who work part time and has 4 children. The household owns 2 cars, 0 motorcycle, 6 bicycles.",1
10540271,"The trip distance is 5.1 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 93 minutes, and the travel cost is 6.0 CHF. 2. Driving: travel time is 8 minutes, and the travel cost is 0.85 CHF. 3. Soft modes are free of charge. Traveler is 35 year old female who work part time and has 4 children. The household owns 2 cars, 0 motorcycle, 6 bicycles.",1
10540297,"The trip distance is 208.0 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 270 minutes, and the travel cost is 43.3 CHF. 2. Driving: travel time is 171 minutes, and the travel cost is 28.12 CHF. 3. Soft modes are free of charge. Traveler is 44 year old male who work full time and has no children. The household owns 1 car, 0 motorcycle, 0 bicycle.",1
10540305,"The trip distance is 14.5 km. There are three travel modes for the traveler to choose from: 1. Public transport: travel time is 101 minutes, and the travel cost is 5.6 CHF. 2. Driving: travel time is 19 minutes, and the travel cost is 1.98 CHF. 3. Soft modes are free of charge. Traveler is 70 year old male who work part time and has no children. The household owns 1 car, 0 motorcycle, 0 bicycle.",1
