id,prediction,CHOICE
142,1.0,1
143,1.0,1
144,2.0,2
145,3.0,3
146,1.0,1
147,2.0,2
148,2.0,2
149,2.0,2
150,2.0,2
151,2.0,2
152,3.0,3
153,2.0,2
154,2.0,2
155,2.0,2
156,2.0,2
157,1.0,1
158,1.0,1
159,3.0,3
160,2.0,2
161,3.0,3
162,1.0,1
163,2.0,2
164,1.0,1
165,1.0,4
166,1.0,2
167,3.0,3
168,2.0,2
169,2.0,2
170,1.0,1
171,1.0,3
172,1.0,1
173,1.0,1
174,2.0,2
175,1.0,1
176,2.0,2
177,2.0,2
178,1.0,1
179,2.0,2
180,1.0,1
181,2.0,2
182,1.0,4
183,2.0,2
184,1.0,1
185,2.0,2
186,1.0,1
187,2.0,2
188,1.0,3
189,2.0,2
190,2.0,2
191,2.0,2
192,2.0,2
193,1.0,1
194,2.0,2
195,2.0,2
196,1.0,1
197,2.0,2
198,2.0,2
199,2.0,2
200,2.0,2
201,2.0,2
202,1.0,1
203,1.0,1
204,3.0,3
205,1.0,4
206,2.0,2
207,2.0,2
208,2.0,2
209,1.0,1
210,3.0,3
211,2.0,2
212,2.0,2
213,2.0,2
214,2.0,2
215,2.0,2
216,2.0,2
217,2.0,2
218,1.0,3
219,3.0,3
220,3.0,3
221,1.0,1
222,4.0,4
223,2.0,2
224,1.0,1
225,1.0,4
226,1.0,1
227,2.0,2
228,2.0,2
229,2.0,2
230,2.0,4
231,2.0,2
232,3.0,3
233,3.0,3
234,1.0,1
235,2.0,2
236,2.0,2
237,1.0,1
238,3.0,3
239,3.0,3
240,1.0,1
241,2.0,2
242,1.0,3
243,2.0,2
244,2.0,2
245,2.0,2
246,2.0,2
247,1.0,1
248,1.0,1
249,2.0,2
250,2.0,2
251,2.0,2
252,2.0,1
253,1.0,1
254,1.0,1
255,2.0,2
256,2.0,2
257,2.0,2
258,2.0,2
259,1.0,1
260,2.0,2
261,2.0,2
262,2.0,2
263,1.0,1
264,2.0,2
265,2.0,2
266,1.0,1
267,1.0,1
268,2.0,2
269,2.0,2
270,3.0,3
271,3.0,3
272,1.0,1
273,1.0,1
274,2.0,3
275,2.0,2
276,2.0,2
277,2.0,2
278,3.0,3
279,2.0,2
280,2.0,2
281,4.0,4
282,1.0,1
283,1.0,1
284,2.0,2
285,2.0,2
286,3.0,3
287,2.0,2
288,2.0,2
289,1.0,1
290,1.0,3
291,2.0,2
292,2.0,3
293,1.0,1
294,4.0,4
295,1.0,1
296,2.0,2
297,4.0,4
298,1.0,1
299,1.0,1
300,1.0,1
301,1.0,1
302,2.0,2
303,1.0,1
304,2.0,2
305,4.0,4
306,1.0,1
307,1.0,3
308,2.0,2
309,1.0,1
310,1.0,3
311,2.0,2
312,1.0,1
313,2.0,2
314,2.0,2
315,2.0,2
316,2.0,3
317,4.0,4
318,2.0,2
319,2.0,1
320,2.0,2
321,1.0,1
322,4.0,2
323,2.0,2
324,1.0,1
325,3.0,2
326,4.0,1
327,2.0,4
328,1.0,4
329,2.0,2
330,2.0,2
331,1.0,3
332,2.0,2
333,2.0,2
334,2.0,2
335,2.0,2
336,1.0,1
337,2.0,2
338,2.0,2
339,2.0,1
340,1.0,1
341,3.0,3
342,2.0,1
343,1.0,3
344,2.0,2
345,2.0,3
346,2.0,2
347,1.0,1
348,2.0,2
349,2.0,2
350,1.0,1
351,2.0,2
352,3.0,3
353,2.0,2
354,1.0,1
355,2.0,3
356,1.0,1
357,2.0,2
358,1.0,1
359,2.0,2
360,2.0,1
361,2.0,2
362,2.0,4
363,1.0,1
364,2.0,2
365,1.0,1
366,1.0,1
367,2.0,2
368,3.0,3
369,2.0,2
370,2.0,2
371,2.0,2
372,3.0,3
373,3.0,3
374,2.0,2
375,2.0,2
376,3.0,2
377,2.0,2
378,1.0,1
379,2.0,1
380,1.0,1
381,2.0,3
382,2.0,2
383,3.0,3
384,1.0,1
385,3.0,3
386,2.0,2
387,2.0,2
388,2.0,2
389,1.0,1
390,2.0,2
391,1.0,1
392,2.0,2
393,1.0,1
394,2.0,2
395,1.0,1
396,3.0,3
397,3.0,3
398,1.0,2
399,1.0,1
400,2.0,2
401,1.0,1
402,1.0,1
403,3.0,3
404,1.0,1
405,1.0,1
406,1.0,1
407,1.0,1
408,2.0,2
409,2.0,2
410,2.0,4
411,2.0,1
412,2.0,2
413,1.0,1
414,1.0,3
415,1.0,1
416,2.0,2
417,1.0,1
418,2.0,2
419,2.0,1
420,1.0,1
421,2.0,2
422,2.0,2
423,2.0,2
424,2.0,1
425,1.0,1
426,1.0,1
427,2.0,2
428,2.0,2
429,1.0,1
430,1.0,1
431,1.0,1
432,1.0,1
433,2.0,4
434,1.0,1
435,1.0,2
436,2.0,2
437,3.0,3
438,2.0,2
439,4.0,2
440,2.0,2
441,2.0,2
442,2.0,2
443,2.0,2
444,2.0,2
445,1.0,2
446,1.0,1
447,4.0,3
448,2.0,2
449,1.0,1
450,2.0,2
451,2.0,2
452,3.0,2
453,2.0,2
454,3.0,3
455,2.0,2
456,2.0,1
457,1.0,1
458,2.0,2
459,2.0,2
460,2.0,2
461,1.0,1
462,2.0,3
463,2.0,2
464,4.0,4
465,1.0,1
466,1.0,1
467,2.0,2
468,3.0,3
469,1.0,1
470,2.0,2
471,2.0,2
472,2.0,4
473,2.0,1
474,2.0,2
475,3.0,3
476,2.0,2
477,1.0,1
478,1.0,1
479,2.0,2
480,2.0,2
481,1.0,1
482,2.0,2
483,2.0,3
484,1.0,1
485,1.0,2
486,2.0,4
487,2.0,2
488,3.0,3
489,2.0,2
490,2.0,2
491,2.0,2
492,2.0,1
493,2.0,4
494,3.0,3
495,2.0,2
496,2.0,2
497,1.0,1
498,3.0,3
499,2.0,1
500,2.0,4
501,1.0,4
502,2.0,2
503,3.0,3
504,2.0,2
505,1.0,2
506,2.0,2
507,2.0,1
508,2.0,4
509,2.0,2
510,2.0,2
511,2.0,4
512,2.0,2
513,1.0,1
514,2.0,2
515,1.0,1
516,1.0,1
517,2.0,2
518,2.0,2
519,2.0,2
520,2.0,1
521,2.0,2
522,1.0,1
523,2.0,2
524,2.0,1
525,3.0,3
526,2.0,2
527,4.0,4
528,2.0,2
529,1.0,1
530,2.0,2
531,1.0,1
532,1.0,1
533,2.0,2
534,1.0,1
535,1.0,1
536,2.0,2
537,1.0,3
538,2.0,2
539,1.0,2
540,2.0,2
541,1.0,1
542,2.0,1
543,1.0,4
544,1.0,1
545,2.0,2
546,3.0,4
547,3.0,3
548,3.0,3
549,1.0,1
550,2.0,2
551,2.0,2
552,4.0,2
553,2.0,2
554,1.0,1
555,1.0,4
556,2.0,2
557,2.0,2
558,2.0,2
559,1.0,1
560,4.0,4
561,2.0,2
562,3.0,2
563,2.0,2
564,2.0,2
565,3.0,3
566,2.0,3
567,2.0,2
568,2.0,2
569,1.0,1
570,3.0,2
571,2.0,2
572,2.0,4
573,1.0,1
574,1.0,1
575,2.0,2
576,3.0,2
577,2.0,2
578,1.0,1
579,2.0,2
580,2.0,2
581,2.0,2
582,1.0,1
583,2.0,2
584,2.0,2
585,1.0,1
586,1.0,1
587,2.0,2
588,2.0,2
589,3.0,3
590,2.0,2
591,2.0,2
592,2.0,2
593,2.0,2
594,1.0,1
595,2.0,2
596,2.0,2
597,3.0,3
598,1.0,1
599,1.0,1
600,2.0,2
601,2.0,2
602,4.0,2
603,1.0,4
604,3.0,3
605,4.0,4
606,3.0,3
607,4.0,4
608,2.0,2
609,2.0,2
610,2.0,2
611,2.0,2
612,2.0,2
613,4.0,4
614,3.0,3
615,2.0,2
616,2.0,2
617,2.0,2
618,4.0,1
619,2.0,3
620,1.0,1
621,3.0,2
622,2.0,2
623,2.0,2
624,1.0,1
625,1.0,1
626,1.0,1
627,2.0,2
628,2.0,2
629,2.0,2
630,2.0,2
631,2.0,2
632,2.0,2
633,2.0,1
634,4.0,3
635,2.0,2
636,2.0,2
637,2.0,1
638,2.0,2
639,2.0,2
640,2.0,2
641,2.0,2
642,2.0,1
643,4.0,4
644,1.0,1
645,2.0,2
646,2.0,2
647,2.0,2
648,2.0,1
649,2.0,2
650,1.0,1
651,1.0,1
652,2.0,2
653,2.0,2
654,1.0,1
655,2.0,2
656,2.0,2
657,3.0,3
658,2.0,2
659,2.0,2
660,2.0,2
661,1.0,1
662,2.0,2
663,1.0,1
664,1.0,1
665,3.0,3
666,2.0,2
667,1.0,1
668,1.0,1
669,2.0,1
670,2.0,2
671,1.0,2
672,1.0,1
673,2.0,2
674,1.0,1
675,2.0,3
676,1.0,1
677,1.0,1
678,1.0,1
679,1.0,1
680,3.0,2
681,1.0,2
682,1.0,1
683,2.0,2
684,2.0,2
685,2.0,2
686,1.0,1
687,2.0,4
688,2.0,2
689,1.0,1
690,2.0,2
691,2.0,1
692,1.0,1
693,2.0,2
694,1.0,2
695,2.0,2
696,2.0,2
697,1.0,1
698,1.0,1
699,1.0,1
