id,prediction,CHOICE
353,1.0,1
354,2.0,2
355,3.0,3
356,1.0,1
357,2.0,2
358,2.0,2
359,1.0,1
360,1.0,1
361,2.0,2
362,2.0,2
363,2.0,2
364,2.0,2
365,2.0,2
366,1.0,1
367,2.0,1
368,3.0,3
369,2.0,1
370,2.0,2
371,1.0,1
372,2.0,2
373,2.0,2
374,1.0,1
375,3.0,3
376,2.0,2
377,2.0,2
378,1.0,2
379,2.0,2
380,2.0,2
381,1.0,1
382,2.0,2
383,3.0,3
384,2.0,1
385,1.0,1
386,1.0,1
387,2.0,2
388,2.0,2
389,1.0,1
390,2.0,2
391,2.0,2
392,1.0,4
393,2.0,2
394,2.0,2
395,1.0,1
396,3.0,2
397,2.0,2
398,2.0,2
399,1.0,1
400,2.0,2
401,1.0,1
402,2.0,1
403,2.0,2
404,1.0,1
405,3.0,3
406,3.0,3
407,1.0,1
408,2.0,1
409,3.0,4
410,1.0,4
411,2.0,2
412,2.0,2
413,3.0,3
414,2.0,3
415,2.0,2
416,1.0,1
417,1.0,1
418,1.0,1
419,2.0,2
420,1.0,1
421,2.0,2
422,2.0,2
423,1.0,1
424,2.0,2
425,2.0,2
426,4.0,4
427,1.0,1
428,2.0,2
429,2.0,2
430,2.0,2
431,1.0,1
432,1.0,1
433,1.0,1
434,3.0,2
435,1.0,1
436,2.0,3
437,2.0,2
438,2.0,2
439,1.0,1
440,1.0,1
441,2.0,2
442,1.0,2
443,3.0,2
444,2.0,2
445,2.0,2
446,1.0,1
447,2.0,2
448,2.0,2
449,2.0,4
450,4.0,2
451,3.0,3
452,4.0,4
453,2.0,2
454,2.0,2
455,3.0,3
456,1.0,1
457,3.0,3
458,3.0,2
459,1.0,1
460,3.0,1
461,3.0,3
462,2.0,2
463,3.0,3
464,2.0,2
465,4.0,3
466,2.0,2
467,2.0,2
468,2.0,1
469,2.0,2
470,1.0,4
471,4.0,4
472,4.0,4
473,3.0,3
474,4.0,4
475,1.0,1
476,2.0,2
477,2.0,2
478,2.0,2
479,2.0,2
480,1.0,1
481,1.0,1
482,3.0,2
483,2.0,2
484,2.0,2
485,2.0,2
486,2.0,2
487,1.0,1
488,1.0,3
489,2.0,2
490,1.0,1
491,2.0,2
492,2.0,2
493,4.0,2
494,1.0,2
495,2.0,2
496,2.0,2
497,1.0,1
498,3.0,2
499,2.0,2
500,4.0,3
501,2.0,2
502,2.0,2
503,1.0,1
504,2.0,2
505,2.0,2
506,2.0,2
507,1.0,1
508,2.0,1
509,1.0,1
510,3.0,3
511,2.0,2
512,2.0,2
513,2.0,2
514,1.0,1
515,1.0,1
516,1.0,2
517,2.0,1
518,1.0,1
519,2.0,1
520,4.0,4
521,4.0,3
522,1.0,1
523,4.0,2
524,2.0,2
525,2.0,1
526,1.0,3
527,1.0,1
528,2.0,2
529,1.0,1
530,3.0,2
531,2.0,2
532,1.0,1
533,1.0,1
534,1.0,2
535,2.0,2
536,2.0,3
537,1.0,1
538,1.0,2
539,2.0,2
540,1.0,1
541,1.0,1
542,2.0,2
543,2.0,2
544,4.0,4
545,1.0,1
546,2.0,2
547,3.0,3
548,2.0,2
549,3.0,2
550,1.0,1
551,2.0,2
552,1.0,1
553,1.0,1
554,1.0,1
555,4.0,2
556,3.0,1
557,2.0,2
558,2.0,2
559,2.0,2
560,3.0,1
561,1.0,1
562,1.0,1
563,2.0,1
564,2.0,2
565,2.0,2
566,2.0,4
567,2.0,2
568,1.0,1
569,2.0,2
570,2.0,2
571,1.0,1
572,1.0,1
573,1.0,1
574,3.0,2
575,1.0,4
576,1.0,1
577,1.0,1
578,2.0,3
579,2.0,2
580,2.0,2
581,2.0,2
582,1.0,1
583,1.0,1
584,3.0,3
585,1.0,1
586,1.0,1
587,4.0,4
588,2.0,2
589,1.0,1
590,3.0,4
591,2.0,2
592,2.0,2
593,2.0,2
594,1.0,1
595,2.0,2
596,2.0,2
597,2.0,2
598,2.0,2
599,2.0,2
600,2.0,2
601,2.0,2
602,1.0,1
603,2.0,2
604,1.0,3
605,2.0,2
606,2.0,2
607,1.0,1
