ID,GROUP,PURPOSE,TICKET,AGE,MALE,INCOME,CAR_TT,SM_TT,TRAIN_TT,TRAIN_HE,SM_HE,CAR_CO,SM_CO,TRAIN_CO,CHOICE
17,2,1,2,1,1,2,117,54,112,30,30,20,28,23,2
17,2,1,2,1,1,2,72,57,112,30,10,25,24,21,2
17,2,1,2,1,1,2,72,54,112,60,20,20,30,28,2
17,2,1,2,1,1,2,72,57,132,30,30,32,31,28,2
17,2,1,2,1,1,2,90,57,112,60,30,25,31,23,2
18,2,1,2,3,1,3,110,95,186,30,10,32,27,24,2
18,2,1,2,3,1,3,143,89,186,120,10,52,32,24,2
18,2,1,2,3,1,3,143,84,186,30,20,40,30,22,2
18,2,1,2,3,1,3,88,84,154,60,30,52,30,22,2
18,2,1,2,3,1,3,143,84,165,30,30,32,28,24,2
18,2,1,2,3,1,3,88,89,165,30,10,40,25,22,2
18,2,1,2,3,1,3,88,84,165,60,20,32,30,29,2
18,2,1,2,3,1,3,88,89,186,30,30,52,32,29,2
18,2,1,2,3,1,3,110,89,165,60,30,40,32,24,2
19,2,1,2,1,0,1,1200,121,212,120,30,10,27,26,3
19,2,1,2,1,0,1,1560,128,177,60,10,13,23,20,1
19,2,1,2,1,0,1,1560,124,159,120,30,8,22,20,3
19,2,1,2,1,0,1,960,128,212,120,20,8,23,20,3
19,2,1,2,1,0,1,960,128,177,120,30,13,24,22,1
19,2,1,2,1,0,1,1560,128,159,60,20,10,24,22,1
19,2,1,2,1,0,1,1200,124,159,60,10,8,28,26,2
19,2,1,2,1,0,1,1200,121,159,120,20,13,25,22,2
19,2,1,2,1,0,1,1200,128,177,30,20,13,31,26,1
20,2,1,2,2,0,1,110,96,179,120,30,30,32,31,2
20,2,1,2,2,0,1,143,99,137,120,30,24,27,23,2
20,2,1,2,2,0,1,88,103,179,120,20,24,28,23,3
20,2,1,2,2,0,1,143,103,151,60,10,39,28,23,2
20,2,1,2,2,0,1,88,103,151,120,30,39,28,26,2
20,2,1,2,2,0,1,143,103,137,60,20,30,28,26,2
20,2,1,2,2,0,1,110,99,137,60,10,24,34,31,2
20,2,1,2,2,0,1,110,96,137,120,20,39,30,26,2
20,2,1,2,2,0,1,110,103,151,30,20,39,38,31,2
22,2,1,3,5,1,3,70,43,108,30,10,36,62,52,3
22,2,1,3,5,1,3,91,39,108,120,10,58,80,52,1
22,2,1,3,5,1,3,91,36,108,30,20,45,71,47,1
22,2,1,3,5,1,3,56,36,87,60,30,58,71,47,1
22,2,1,3,5,1,3,91,36,94,30,30,36,65,52,3
22,2,1,3,5,1,3,56,39,94,30,10,45,57,47,1
22,2,1,3,5,1,3,56,36,94,60,20,36,71,62,3
22,2,1,3,5,1,3,56,39,108,30,30,58,76,62,3
22,2,1,3,5,1,3,70,39,94,60,30,45,80,52,3
23,2,1,3,2,1,2,78,49,102,120,20,50,68,54,2
23,2,1,3,2,1,2,78,46,95,30,10,65,63,54,2
23,2,1,3,2,1,2,78,53,116,60,30,40,83,54,1
23,2,1,3,2,1,2,48,49,95,30,20,40,70,45,1
23,2,1,3,2,1,2,60,49,116,60,20,65,50,40,2
23,2,1,3,2,1,2,60,46,102,120,10,40,63,40,2
23,2,1,3,2,1,2,48,53,95,120,10,50,83,54,1
23,2,1,3,2,1,2,60,53,95,30,30,50,52,40,1
23,2,1,3,2,1,2,48,46,116,60,10,50,58,45,2
25,2,1,3,3,1,3,182,66,179,120,20,90,139,119,3
25,2,1,3,3,1,3,112,66,164,30,20,72,139,99,3
25,2,1,3,3,1,3,182,60,164,30,10,117,128,119,2
25,2,1,3,3,1,3,182,74,210,60,30,72,161,119,2
25,2,1,3,3,1,3,140,66,210,60,20,117,106,89,2
25,2,1,3,3,1,3,140,60,179,120,10,72,128,89,2
25,2,1,3,3,1,3,112,74,164,120,10,90,161,119,3
25,2,1,3,3,1,3,140,74,164,30,30,90,111,89,3
25,2,1,3,3,1,3,112,60,210,60,10,90,123,99,3
26,2,1,4,3,1,2,190,77,233,30,10,44,84,74,2
26,2,1,4,3,1,2,247,67,233,120,10,71,104,74,2
26,2,1,4,3,1,2,247,59,233,30,20,55,97,67,2
26,2,1,4,3,1,2,152,59,177,60,30,71,97,67,2
26,2,1,4,3,1,2,247,59,196,30,30,44,87,74,2
26,2,1,4,3,1,2,152,67,196,30,10,55,77,67,2
26,2,1,4,3,1,2,152,59,196,60,20,44,97,89,2
26,2,1,4,3,1,2,152,67,233,30,30,71,100,89,2
26,2,1,4,3,1,2,190,67,196,60,30,55,104,74,2
29,2,1,5,3,0,2,91,55,110,120,20,80,65,60,1
29,2,1,5,3,0,2,91,52,103,30,10,104,60,60,2
29,2,1,5,3,0,2,91,59,124,60,30,64,80,60,1
29,2,1,5,3,0,2,56,55,103,30,20,64,80,50,1
29,2,1,5,3,0,2,70,55,124,60,20,104,60,45,1
29,2,1,5,3,0,2,70,52,110,120,10,64,80,45,2
29,2,1,5,3,0,2,56,59,103,120,10,80,80,60,2
29,2,1,5,3,0,2,70,59,103,30,30,80,65,45,1
29,2,1,5,3,0,2,56,52,124,60,10,80,65,50,2
30,2,1,5,2,1,2,70,46,118,120,30,27,60,60,2
30,2,1,5,2,1,2,91,49,97,120,30,22,60,45,2
30,2,1,5,2,1,2,56,53,118,120,20,22,65,45,2
30,2,1,5,2,1,2,91,53,104,60,10,35,65,45,2
30,2,1,5,2,1,2,56,53,104,120,30,35,60,50,2
30,2,1,5,2,1,2,91,53,97,60,20,27,60,50,2
30,2,1,5,2,1,2,70,49,97,60,10,22,65,60,2
30,2,1,5,2,1,2,70,46,97,120,20,35,65,50,2
30,2,1,5,2,1,2,70,53,104,30,20,35,80,60,2
31,2,1,5,3,1,3,182,69,182,120,20,80,65,60,2
31,2,1,5,3,1,3,182,63,165,30,10,104,60,60,2
31,2,1,5,3,1,3,182,77,215,60,30,64,80,60,2
31,2,1,5,3,1,3,112,69,165,30,20,64,80,50,2
31,2,1,5,3,1,3,140,69,215,60,20,104,60,45,2
31,2,1,5,3,1,3,140,63,182,120,10,64,80,45,2
31,2,1,5,3,1,3,112,77,165,120,10,80,80,60,3
31,2,1,5,3,1,3,140,77,165,30,30,80,65,45,2
31,2,1,5,3,1,3,112,63,215,60,10,80,65,50,2
57,2,1,8,3,0,3,160,102,257,120,30,105,60,60,2
57,2,1,8,3,0,3,208,108,195,120,30,84,60,45,2
57,2,1,8,3,0,3,128,116,257,120,20,84,65,45,2
57,2,1,8,3,0,3,208,116,216,60,10,136,65,45,2
57,2,1,8,3,0,3,128,116,216,120,30,136,60,50,2
57,2,1,8,3,0,3,208,116,195,60,20,105,60,50,2
57,2,1,8,3,0,3,160,108,195,60,10,84,65,60,2
57,2,1,8,3,0,3,160,102,195,120,20,136,65,50,2
57,2,1,8,3,0,3,160,116,216,30,20,136,80,60,2
59,2,1,8,3,0,3,190,71,292,120,30,110,168,168,2
59,2,1,8,3,0,3,247,80,224,120,30,88,168,126,2
59,2,1,8,3,0,3,152,92,292,120,20,88,182,126,2
59,2,1,8,3,0,3,247,92,247,60,10,143,182,126,2
59,2,1,8,3,0,3,152,92,247,120,30,143,168,140,2
59,2,1,8,3,0,3,247,92,224,60,20,110,168,140,2
59,2,1,8,3,0,3,190,80,224,60,10,88,182,168,2
59,2,1,8,3,0,3,190,71,224,120,20,143,182,140,2
59,2,1,8,3,0,3,190,92,247,30,20,143,224,168,2
62,2,1,1,2,0,2,210,123,186,30,10,88,84,81,2
62,2,1,1,2,0,2,273,119,186,120,10,143,92,81,2
62,2,1,1,2,0,2,273,116,186,30,20,110,88,73,2
62,2,1,1,2,0,2,168,116,165,60,30,143,88,73,2
62,2,1,1,2,0,2,273,116,172,30,30,88,88,81,2
62,2,1,1,2,0,2,168,119,172,30,10,110,81,73,2
62,2,1,1,2,0,2,168,116,172,60,20,88,97,97,2
62,2,1,1,2,0,2,168,119,186,30,30,143,99,97,2
62,2,1,1,2,0,2,210,119,172,60,30,110,92,81,2
63,2,1,1,3,0,2,78,67,120,120,20,35,65,50,2
63,2,1,1,3,0,2,78,71,141,60,30,28,74,50,1
63,2,1,1,3,0,2,78,64,109,30,10,45,60,50,2
63,2,1,1,3,0,2,48,67,109,30,20,28,65,42,2
63,2,1,1,3,0,2,60,67,141,60,20,45,46,38,2
63,2,1,1,3,0,2,60,64,120,120,10,28,58,38,1
63,2,1,1,3,0,2,48,71,109,120,10,35,74,50,1
63,2,1,1,3,0,2,60,71,109,30,30,35,48,38,1
63,2,1,1,3,0,2,48,64,141,60,10,35,54,42,2
64,2,1,1,3,1,3,80,48,113,30,10,40,71,60,2
64,2,1,1,3,1,3,104,44,113,120,10,65,84,60,1
64,2,1,1,3,1,3,104,41,113,30,20,50,78,54,2
64,2,1,1,3,1,3,64,41,92,60,30,65,78,54,2
64,2,1,1,3,1,3,104,41,99,30,30,40,74,60,2
64,2,1,1,3,1,3,64,44,99,30,10,50,65,54,2
64,2,1,1,3,1,3,64,41,99,60,20,40,78,72,2
64,2,1,1,3,1,3,64,44,113,30,30,65,84,72,2
64,2,1,1,3,1,3,80,44,99,60,30,50,84,60,2
65,2,1,1,4,1,2,140,79,215,30,10,72,97,84,2
65,2,1,1,4,1,2,182,65,215,30,20,90,109,76,2
65,2,1,1,4,1,2,182,71,215,120,10,117,118,84,2
65,2,1,1,4,1,2,112,65,169,60,30,117,109,76,2
65,2,1,1,4,1,2,182,65,184,30,30,72,105,84,2
65,2,1,1,4,1,2,112,71,184,30,10,90,90,76,2
65,2,1,1,4,1,2,112,65,184,60,20,72,109,101,2
65,2,1,1,4,1,2,112,71,215,30,30,117,118,101,2
65,2,1,1,4,1,2,140,71,184,60,30,90,118,84,2
66,2,1,1,2,0,2,135,122,206,30,10,56,78,71,2
66,2,1,1,2,0,2,175,118,206,120,10,91,92,71,2
66,2,1,1,2,0,2,175,115,206,30,20,70,84,64,2
66,2,1,1,2,0,2,108,115,157,60,30,91,84,64,2
66,2,1,1,2,0,2,175,115,173,30,30,56,81,71,2
66,2,1,1,2,0,2,108,118,173,30,10,70,74,64,2
66,2,1,1,2,0,2,108,115,173,60,20,56,88,85,2
66,2,1,1,2,0,2,108,118,206,30,30,91,92,85,2
66,2,1,1,2,0,2,135,118,173,60,30,70,92,71,2
67,2,1,1,2,1,2,90,62,140,120,30,60,84,78,2
67,2,1,1,2,1,2,117,65,110,120,30,48,68,58,2
67,2,1,1,2,1,2,72,69,140,120,20,48,74,58,2
67,2,1,1,2,1,2,117,69,120,60,10,78,74,58,2
67,2,1,1,2,1,2,72,69,120,120,30,78,74,65,2
67,2,1,1,2,1,2,117,69,110,60,20,60,74,65,2
67,2,1,1,2,1,2,90,65,110,60,10,48,88,78,1
67,2,1,1,2,1,2,90,62,110,120,20,78,78,65,2
67,2,1,1,2,1,2,90,69,120,30,20,78,99,78,2
68,2,1,1,2,1,2,60,70,147,120,30,35,58,50,2
68,2,1,1,2,1,2,78,73,116,120,30,28,44,38,3
68,2,1,1,2,1,2,48,77,147,120,20,28,48,38,3
68,2,1,1,2,1,2,78,77,126,60,10,45,48,38,2
68,2,1,1,2,1,2,48,77,126,120,30,45,48,42,2
68,2,1,1,2,1,2,78,77,116,60,20,35,48,42,3
68,2,1,1,2,1,2,60,73,116,60,10,28,60,50,3
68,2,1,1,2,1,2,60,70,116,120,20,45,53,42,3
68,2,1,1,2,1,2,60,77,126,30,20,45,71,50,3
69,2,1,1,2,1,3,150,113,202,120,30,240,112,110,2
69,2,1,1,2,1,3,120,120,202,120,20,192,94,83,2
69,2,1,1,2,1,3,195,116,155,120,30,192,92,83,2
69,2,1,1,2,1,3,195,120,171,60,10,312,94,83,2
69,2,1,1,2,1,3,120,120,171,120,30,312,99,92,2
69,2,1,1,2,1,3,150,116,155,60,10,192,118,110,2
69,2,1,1,2,1,3,195,120,155,60,20,240,99,92,2
69,2,1,1,2,1,3,150,113,155,120,20,312,105,92,2
69,2,1,1,2,1,3,150,120,171,30,20,312,133,110,2
70,2,1,1,3,0,2,60,44,116,120,30,50,78,72,2
70,2,1,1,3,0,2,78,47,95,120,30,40,65,54,1
70,2,1,1,3,0,2,48,51,116,120,20,40,68,54,3
70,2,1,1,3,0,2,78,51,102,60,10,65,68,54,2
70,2,1,1,3,0,2,48,51,102,120,30,65,71,60,2
70,2,1,1,3,0,2,78,51,95,60,20,50,71,60,2
70,2,1,1,3,0,2,60,47,95,60,10,40,84,72,2
70,2,1,1,3,0,2,60,44,95,120,20,65,74,60,2
70,2,1,1,3,0,2,60,51,102,30,20,65,94,72,3
71,2,1,1,3,0,3,143,64,177,120,20,95,112,101,2
71,2,1,1,3,0,3,143,58,162,30,10,123,109,101,2
71,2,1,1,3,0,3,143,72,208,60,30,76,137,101,2
71,2,1,1,3,0,3,88,64,162,30,20,76,118,84,2
71,2,1,1,3,0,3,110,64,208,60,20,123,88,76,2
71,2,1,1,3,0,3,110,58,177,120,10,76,109,76,2
71,2,1,1,3,0,3,88,72,162,120,10,95,137,101,2
71,2,1,1,3,0,3,110,72,162,30,30,95,92,76,2
71,2,1,1,3,0,3,88,58,208,60,10,95,99,84,1
72,2,1,1,3,1,2,130,78,127,120,20,144,92,85,2
72,2,1,1,3,1,2,130,75,118,30,10,187,88,85,2
72,2,1,1,3,1,2,130,82,145,60,30,115,105,85,2
72,2,1,1,3,1,2,80,78,118,30,20,115,92,71,2
72,2,1,1,3,1,2,100,78,145,60,20,187,74,64,2
72,2,1,1,3,1,2,100,75,127,120,10,115,84,64,2
72,2,1,1,3,1,2,80,82,118,120,10,144,105,85,2
72,2,1,1,3,1,2,100,82,118,30,30,144,76,64,2
72,2,1,1,3,1,2,80,75,145,60,10,144,84,71,2
75,2,1,2,2,1,2,156,87,98,120,20,50,48,48,2
75,2,1,2,2,1,2,156,89,115,60,30,40,51,48,2
75,2,1,2,2,1,2,156,85,90,30,10,65,47,48,2
75,2,1,2,2,1,2,96,87,90,30,20,40,46,40,2
75,2,1,2,2,1,2,120,87,115,60,20,65,40,36,2
75,2,1,2,2,1,2,120,85,98,120,10,40,42,36,2
75,2,1,2,2,1,2,96,89,90,120,10,50,51,48,2
75,2,1,2,2,1,2,96,85,115,60,10,50,42,40,2
75,2,1,2,2,1,2,120,89,90,30,30,50,40,36,1
77,2,1,3,4,0,2,117,71,126,120,20,65,169,156,2
77,2,1,3,4,0,2,117,75,147,60,30,52,194,156,2
77,2,1,3,4,0,2,117,68,115,30,10,84,162,156,2
77,2,1,3,4,0,2,72,71,115,30,20,52,176,130,1
77,2,1,3,4,0,2,90,71,147,60,20,84,136,117,2
77,2,1,3,4,0,2,72,75,115,120,10,65,194,156,2
77,2,1,3,4,0,2,90,68,126,120,10,52,162,117,2
77,2,1,3,4,0,2,72,68,147,60,10,65,153,130,2
77,2,1,3,4,0,2,90,75,115,30,30,65,142,117,2
79,2,1,3,3,1,3,80,78,122,120,30,80,153,145,2
79,2,1,3,3,1,3,64,82,122,120,20,64,130,109,2
79,2,1,3,3,1,3,104,80,95,120,30,64,119,109,2
79,2,1,3,3,1,3,104,82,104,60,10,104,130,109,2
79,2,1,3,3,1,3,64,82,104,120,30,104,136,121,2
79,2,1,3,3,1,3,80,80,95,60,10,64,155,145,2
79,2,1,3,3,1,3,104,82,95,60,20,80,136,121,2
79,2,1,3,3,1,3,80,82,104,30,20,104,167,145,3
79,2,1,3,3,1,3,80,78,95,120,20,104,136,121,2
82,2,1,5,3,1,3,195,56,169,120,20,140,108,100,2
82,2,1,5,3,1,3,195,50,154,30,10,182,100,100,2
82,2,1,5,3,1,3,195,64,200,60,30,112,133,100,2
82,2,1,5,3,1,3,120,56,154,30,20,112,133,83,2
82,2,1,5,3,1,3,150,56,200,60,20,182,100,75,2
82,2,1,5,3,1,3,150,50,169,120,10,112,133,75,2
82,2,1,5,3,1,3,120,64,154,120,10,140,133,100,2
82,2,1,5,3,1,3,150,64,154,30,30,140,108,75,2
82,2,1,5,3,1,3,120,50,200,60,10,140,108,83,2
84,2,1,5,2,1,3,150,63,209,120,30,100,100,100,2
84,2,1,5,2,1,3,195,69,161,120,30,80,100,75,2
84,2,1,5,2,1,3,120,77,209,120,20,80,108,75,2
84,2,1,5,2,1,3,195,77,177,60,10,130,108,75,2
84,2,1,5,2,1,3,120,77,177,120,30,130,100,83,2
84,2,1,5,2,1,3,195,77,161,60,20,100,100,83,2
84,2,1,5,2,1,3,150,69,161,60,10,80,108,100,2
84,2,1,5,2,1,3,150,63,161,120,20,130,108,83,2
84,2,1,5,2,1,3,150,77,177,30,20,130,133,100,2
85,2,1,5,3,1,3,60,48,111,30,10,28,100,83,3
85,2,1,5,3,1,3,78,44,111,120,10,45,133,83,3
85,2,1,5,3,1,3,48,41,90,60,30,45,133,75,3
85,2,1,5,3,1,3,78,41,111,30,20,35,133,75,3
85,2,1,5,3,1,3,78,41,97,30,30,28,108,83,3
85,2,1,5,3,1,3,48,44,97,30,10,35,100,75,3
85,2,1,5,3,1,3,48,41,97,60,20,28,100,100,3
85,2,1,5,3,1,3,48,44,111,30,30,45,108,100,3
85,2,1,5,3,1,3,60,44,97,60,30,35,133,83,3
86,2,1,5,3,1,3,250,76,249,120,30,205,100,100,2
86,2,1,5,3,1,3,325,84,195,120,30,164,100,75,2
86,2,1,5,3,1,3,200,94,249,120,20,164,108,75,2
86,2,1,5,3,1,3,325,94,213,60,10,266,108,75,2
86,2,1,5,3,1,3,200,94,213,120,30,266,100,83,2
86,2,1,5,3,1,3,325,94,195,60,20,205,100,83,2
86,2,1,5,3,1,3,250,84,195,60,10,164,108,100,2
86,2,1,5,3,1,3,250,76,195,120,20,266,108,83,2
86,2,1,5,3,1,3,250,94,213,30,20,266,133,100,2
87,2,1,5,2,1,2,182,126,181,120,20,85,108,100,2
87,2,1,5,2,1,2,182,123,164,30,10,110,100,100,2
87,2,1,5,2,1,2,112,126,164,30,20,68,133,83,1
87,2,1,5,2,1,2,182,130,214,60,30,68,133,100,2
87,2,1,5,2,1,2,140,126,214,60,20,110,100,75,2
87,2,1,5,2,1,2,140,123,181,120,10,68,133,75,3
87,2,1,5,2,1,2,112,130,164,120,10,85,133,100,2
87,2,1,5,2,1,2,140,130,164,30,30,85,108,75,1
87,2,1,5,2,1,2,112,123,214,60,10,85,108,83,2
102,2,1,8,3,0,3,60,33,103,120,30,40,179,179,2
102,2,1,8,3,0,3,78,36,82,120,30,32,179,134,2
102,2,1,8,3,0,3,48,40,103,120,20,32,194,134,2
102,2,1,8,3,0,3,78,40,89,60,10,52,194,134,1
102,2,1,8,3,0,3,48,40,89,120,30,52,179,149,2
102,2,1,8,3,0,3,78,40,82,60,20,40,179,149,2
102,2,1,8,3,0,3,60,36,82,60,10,32,194,179,2
102,2,1,8,3,0,3,60,33,82,120,20,52,194,149,2
102,2,1,8,3,0,3,60,40,89,30,20,52,238,179,1
104,2,1,8,3,1,3,78,44,97,120,20,40,289,266,2
104,2,1,8,3,1,3,78,41,90,30,10,52,266,266,2
104,2,1,8,3,1,3,78,48,111,60,30,32,355,266,2
104,2,1,8,3,1,3,48,44,90,30,20,32,355,222,2
104,2,1,8,3,1,3,60,44,111,60,20,52,266,200,2
104,2,1,8,3,1,3,60,41,97,120,10,32,355,200,2
104,2,1,8,3,1,3,48,48,90,120,10,40,355,266,2
104,2,1,8,3,1,3,60,48,90,30,30,40,289,200,2
104,2,1,8,3,1,3,48,41,111,60,10,40,289,222,2
106,2,2,1,3,0,2,150,135,215,120,30,65,64,62,2
106,2,2,1,3,0,2,195,138,164,120,30,52,52,47,2
106,2,2,1,3,0,2,120,142,215,120,20,52,53,47,2
106,2,2,1,3,0,2,195,142,181,60,10,84,53,47,2
106,2,2,1,3,0,2,120,142,181,120,30,84,56,52,2
106,2,2,1,3,0,2,195,142,164,60,20,65,56,52,2
106,2,2,1,3,0,2,150,138,164,60,10,52,66,62,2
106,2,2,1,3,0,2,150,135,164,120,20,84,57,52,2
106,2,2,1,3,0,2,150,142,181,30,20,84,72,62,2
107,2,2,1,2,0,1,120,87,162,30,10,48,45,40,2
107,2,2,1,2,0,1,156,83,162,120,10,78,52,40,2
107,2,2,1,2,0,1,156,80,162,30,20,60,49,36,2
107,2,2,1,2,0,1,96,80,126,60,30,78,49,36,2
107,2,2,1,2,0,1,156,80,138,30,30,48,46,40,2
107,2,2,1,2,0,1,96,83,138,30,10,60,42,36,2
107,2,2,1,2,0,1,96,80,138,60,20,48,50,48,2
107,2,2,1,2,0,1,96,83,162,30,30,78,52,48,2
107,2,2,1,2,0,1,120,83,138,60,30,60,52,40,2
111,2,2,1,3,0,1,90,65,136,30,10,40,43,38,2
111,2,2,1,3,0,1,117,61,136,120,10,65,52,38,2
111,2,2,1,3,0,1,117,58,136,30,20,50,48,34,2
111,2,2,1,3,0,1,72,58,106,60,30,65,48,34,2
111,2,2,1,3,0,1,117,58,116,30,30,40,45,38,1
111,2,2,1,3,0,1,72,61,116,30,10,50,40,34,2
111,2,2,1,3,0,1,72,58,116,60,20,40,48,46,3
111,2,2,1,3,0,1,72,61,136,30,30,65,50,46,2
111,2,2,1,3,0,1,90,61,116,60,30,50,52,38,2
112,2,2,1,3,0,2,90,33,98,30,10,12,42,35,2
112,2,2,1,3,0,2,117,29,98,120,10,19,49,35,2
112,2,2,1,3,0,2,117,26,98,30,20,15,46,31,2
112,2,2,1,3,0,2,72,26,77,60,30,19,46,31,2
112,2,2,1,3,0,2,117,26,84,30,30,12,43,35,1
112,2,2,1,3,0,2,72,29,84,30,10,15,38,31,2
112,2,2,1,3,0,2,72,26,84,60,20,12,46,42,2
112,2,2,1,3,0,2,72,29,98,30,30,19,49,42,2
112,2,2,1,3,0,2,90,29,84,60,30,15,49,35,2
115,2,2,1,2,1,2,195,63,87,120,20,90,53,54,2
115,2,2,1,2,1,2,195,65,103,60,30,72,56,54,2
115,2,2,1,2,1,2,195,61,79,30,10,117,52,54,2
115,2,2,1,2,1,2,120,63,79,30,20,72,50,45,2
115,2,2,1,2,1,2,150,63,103,60,20,117,43,40,2
115,2,2,1,2,1,2,150,61,87,120,10,72,46,40,2
115,2,2,1,2,1,2,120,65,79,120,10,90,56,54,2
115,2,2,1,2,1,2,120,61,103,60,10,90,48,45,2
