GROUP,SURVEY,SP,ID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,TRAIN_AV,CAR_AV,SM_AV,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,SM_SEATS,CAR_TT,CAR_CO,CHOICE
2,0,1,14,1,0,1,2,1,3,1,2,0,1,17,1,1,1,118,31,120,81,43,10,0,56,100,2
2,0,1,14,1,0,1,2,1,3,1,2,0,1,17,1,1,1,118,23,30,81,29,30,0,70,100,1
2,0,1,14,1,0,1,2,1,3,1,2,0,1,17,1,1,1,153,26,60,74,32,10,0,56,100,2
2,0,1,16,1,0,1,2,1,3,1,2,0,25,1,1,1,1,208,62,30,79,66,10,0,190,80,2
2,0,1,16,1,0,1,2,1,3,1,2,0,25,1,1,1,1,208,62,120,71,80,10,1,247,130,2
2,0,1,16,1,0,1,2,1,3,1,2,0,25,1,1,1,1,208,56,30,65,74,20,0,247,100,2
2,0,1,16,1,0,1,2,1,3,1,2,0,25,1,1,1,1,165,56,60,65,74,30,1,152,130,2
2,0,1,16,1,0,1,2,1,3,1,2,0,25,1,1,1,1,179,62,30,65,70,30,1,247,80,2
2,0,1,16,1,0,1,2,1,3,1,2,0,25,1,1,1,1,179,56,30,71,62,10,1,152,100,2
2,0,1,16,1,0,1,2,1,3,1,2,0,25,1,1,1,1,179,74,60,65,78,20,0,152,80,2
2,0,1,16,1,0,1,2,1,3,1,2,0,25,1,1,1,1,208,74,30,71,80,30,0,152,130,2
2,0,1,16,1,0,1,2,1,3,1,2,0,25,1,1,1,1,179,62,60,71,80,30,0,190,100,2
2,0,1,17,1,0,2,1,0,1,1,2,0,1,2,1,1,1,132,23,30,61,26,10,0,90,20,2
2,0,1,17,1,0,2,1,0,1,1,2,0,1,2,1,1,1,132,23,120,57,31,10,1,117,32,2
2,0,1,17,1,0,2,1,0,1,1,2,0,1,2,1,1,1,132,21,30,54,28,20,0,117,25,2
2,0,1,17,1,0,2,1,0,1,1,2,0,1,2,1,1,1,102,21,60,54,28,30,1,72,32,2
2,0,1,17,1,0,2,1,0,1,1,2,0,1,2,1,1,1,112,23,30,54,28,30,1,117,20,2
2,0,1,17,1,0,2,1,0,1,1,2,0,1,2,1,1,1,112,21,30,57,24,10,1,72,25,2
2,0,1,17,1,0,2,1,0,1,1,2,0,1,2,1,1,1,112,28,60,54,30,20,0,72,20,2
2,0,1,17,1,0,2,1,0,1,1,2,0,1,2,1,1,1,132,28,30,57,31,30,0,72,32,2
2,0,1,17,1,0,2,1,0,1,1,2,0,1,2,1,1,1,112,23,60,57,31,30,0,90,25,2
2,0,1,18,1,0,2,1,0,3,1,3,0,2,25,1,1,1,186,24,30,95,27,10,0,110,32,2
2,0,1,18,1,0,2,1,0,3,1,3,0,2,25,1,1,1,186,24,120,89,32,10,1,143,52,2
2,0,1,18,1,0,2,1,0,3,1,3,0,2,25,1,1,1,186,22,30,84,30,20,0,143,40,2
2,0,1,18,1,0,2,1,0,3,1,3,0,2,25,1,1,1,154,22,60,84,30,30,1,88,52,2
2,0,1,18,1,0,2,1,0,3,1,3,0,2,25,1,1,1,165,24,30,84,28,30,1,143,32,2
2,0,1,18,1,0,2,1,0,3,1,3,0,2,25,1,1,1,165,22,30,89,25,10,1,88,40,2
2,0,1,18,1,0,2,1,0,3,1,3,0,2,25,1,1,1,165,29,60,84,30,20,0,88,32,2
2,0,1,18,1,0,2,1,0,3,1,3,0,2,25,1,1,1,186,29,30,89,32,30,0,88,52,2
2,0,1,18,1,0,2,1,0,3,1,3,0,2,25,1,1,1,165,24,60,89,32,30,0,110,40,2
2,0,1,19,1,0,2,1,1,1,0,1,0,1,17,1,1,1,212,26,120,121,27,30,1,1200,10,3
2,0,1,19,1,0,2,1,1,1,0,1,0,1,17,1,1,1,177,20,60,128,23,10,0,1560,13,1
2,0,1,19,1,0,2,1,1,1,0,1,0,1,17,1,1,1,159,20,120,124,22,30,0,1560,8,3
2,0,1,19,1,0,2,1,1,1,0,1,0,1,17,1,1,1,212,20,120,128,23,20,1,960,8,3
2,0,1,19,1,0,2,1,1,1,0,1,0,1,17,1,1,1,177,22,120,128,24,30,0,960,13,1
2,0,1,19,1,0,2,1,1,1,0,1,0,1,17,1,1,1,159,22,60,128,24,20,1,1560,10,1
2,0,1,19,1,0,2,1,1,1,0,1,0,1,17,1,1,1,159,26,60,124,28,10,1,1200,8,2
2,0,1,19,1,0,2,1,1,1,0,1,0,1,17,1,1,1,159,22,120,121,25,20,0,1200,13,2
2,0,1,19,1,0,2,1,1,1,0,1,0,1,17,1,1,1,177,26,30,128,31,20,1,1200,13,1
2,0,1,20,1,0,2,2,1,2,0,1,0,1,2,1,1,1,179,31,120,96,32,30,1,110,30,2
2,0,1,20,1,0,2,2,1,2,0,1,0,1,2,1,1,1,137,23,120,99,27,30,0,143,24,2
2,0,1,20,1,0,2,2,1,2,0,1,0,1,2,1,1,1,179,23,120,103,28,20,1,88,24,3
2,0,1,20,1,0,2,2,1,2,0,1,0,1,2,1,1,1,151,23,60,103,28,10,0,143,39,2
2,0,1,20,1,0,2,2,1,2,0,1,0,1,2,1,1,1,151,26,120,103,28,30,0,88,39,2
2,0,1,20,1,0,2,2,1,2,0,1,0,1,2,1,1,1,137,26,60,103,28,20,1,143,30,2
2,0,1,20,1,0,2,2,1,2,0,1,0,1,2,1,1,1,137,31,60,99,34,10,1,110,24,2
2,0,1,20,1,0,2,2,1,2,0,1,0,1,2,1,1,1,137,26,120,96,30,20,0,110,39,2
2,0,1,20,1,0,2,2,1,2,0,1,0,1,2,1,1,1,151,31,30,103,38,20,1,110,39,2
2,0,1,22,1,0,3,2,0,5,1,3,0,22,2,1,1,1,108,52,30,43,62,10,0,70,36,3
2,0,1,22,1,0,3,2,0,5,1,3,0,22,2,1,1,1,108,52,120,39,80,10,1,91,58,1
2,0,1,22,1,0,3,2,0,5,1,3,0,22,2,1,1,1,108,47,30,36,71,20,0,91,45,1
2,0,1,22,1,0,3,2,0,5,1,3,0,22,2,1,1,1,87,47,60,36,71,30,1,56,58,1
2,0,1,22,1,0,3,2,0,5,1,3,0,22,2,1,1,1,94,52,30,36,65,30,1,91,36,3
2,0,1,22,1,0,3,2,0,5,1,3,0,22,2,1,1,1,94,47,30,39,57,10,1,56,45,1
2,0,1,22,1,0,3,2,0,5,1,3,0,22,2,1,1,1,94,62,60,36,71,20,0,56,36,3
2,0,1,22,1,0,3,2,0,5,1,3,0,22,2,1,1,1,108,62,30,39,76,30,0,56,58,3
2,0,1,22,1,0,3,2,0,5,1,3,0,22,2,1,1,1,94,52,60,39,80,30,0,70,45,3
2,0,1,23,1,0,3,2,1,2,1,2,0,15,1,1,1,1,102,54,120,49,68,20,0,78,50,2
2,0,1,23,1,0,3,2,1,2,1,2,0,15,1,1,1,1,95,54,30,46,63,10,0,78,65,2
2,0,1,23,1,0,3,2,1,2,1,2,0,15,1,1,1,1,116,54,60,53,83,30,0,78,40,1
2,0,1,23,1,0,3,2,1,2,1,2,0,15,1,1,1,1,95,45,30,49,70,20,0,48,40,1
2,0,1,23,1,0,3,2,1,2,1,2,0,15,1,1,1,1,116,40,60,49,50,20,0,60,65,2
2,0,1,23,1,0,3,2,1,2,1,2,0,15,1,1,1,1,102,40,120,46,63,10,0,60,40,2
2,0,1,23,1,0,3,2,1,2,1,2,0,15,1,1,1,1,95,54,120,53,83,10,0,48,50,1
2,0,1,23,1,0,3,2,1,2,1,2,0,15,1,1,1,1,95,40,30,53,52,30,0,60,50,1
2,0,1,23,1,0,3,2,1,2,1,2,0,15,1,1,1,1,116,45,60,46,58,10,0,48,50,2
2,0,1,25,1,0,3,2,1,3,1,3,0,2,17,1,1,1,179,119,120,66,139,20,0,182,90,3
2,0,1,25,1,0,3,2,1,3,1,3,0,2,17,1,1,1,164,99,30,66,139,20,0,112,72,3
2,0,1,25,1,0,3,2,1,3,1,3,0,2,17,1,1,1,164,119,30,60,128,10,0,182,117,2
2,0,1,25,1,0,3,2,1,3,1,3,0,2,17,1,1,1,210,119,60,74,161,30,0,182,72,2
2,0,1,25,1,0,3,2,1,3,1,3,0,2,17,1,1,1,210,89,60,66,106,20,0,140,117,2
2,0,1,25,1,0,3,2,1,3,1,3,0,2,17,1,1,1,179,89,120,60,128,10,0,140,72,2
2,0,1,25,1,0,3,2,1,3,1,3,0,2,17,1,1,1,164,119,120,74,161,10,0,112,90,3
2,0,1,25,1,0,3,2,1,3,1,3,0,2,17,1,1,1,164,89,30,74,111,30,0,140,90,3
2,0,1,25,1,0,3,2,1,3,1,3,0,2,17,1,1,1,210,99,60,60,123,10,0,112,90,3
2,0,1,26,1,0,4,2,0,3,1,2,0,25,1,1,1,1,233,74,30,77,84,10,0,190,44,2
2,0,1,26,1,0,4,2,0,3,1,2,0,25,1,1,1,1,233,74,120,67,104,10,1,247,71,2
2,0,1,26,1,0,4,2,0,3,1,2,0,25,1,1,1,1,233,67,30,59,97,20,0,247,55,2
2,0,1,26,1,0,4,2,0,3,1,2,0,25,1,1,1,1,177,67,60,59,97,30,1,152,71,2
2,0,1,26,1,0,4,2,0,3,1,2,0,25,1,1,1,1,196,74,30,59,87,30,1,247,44,2
2,0,1,26,1,0,4,2,0,3,1,2,0,25,1,1,1,1,196,67,30,67,77,10,1,152,55,2
2,0,1,26,1,0,4,2,0,3,1,2,0,25,1,1,1,1,196,89,60,59,97,20,0,152,44,2
2,0,1,26,1,0,4,2,0,3,1,2,0,25,1,1,1,1,233,89,30,67,100,30,0,152,71,2
2,0,1,26,1,0,4,2,0,3,1,2,0,25,1,1,1,1,196,74,60,67,104,30,0,190,55,2
2,0,1,29,1,0,5,1,1,3,0,2,0,2,22,1,1,1,110,60,120,55,65,20,0,91,80,1
2,0,1,29,1,0,5,1,1,3,0,2,0,2,22,1,1,1,103,60,30,52,60,10,0,91,104,2
2,0,1,29,1,0,5,1,1,3,0,2,0,2,22,1,1,1,124,60,60,59,80,30,0,91,64,1
2,0,1,29,1,0,5,1,1,3,0,2,0,2,22,1,1,1,103,50,30,55,80,20,0,56,64,1
2,0,1,29,1,0,5,1,1,3,0,2,0,2,22,1,1,1,124,45,60,55,60,20,0,70,104,1
2,0,1,29,1,0,5,1,1,3,0,2,0,2,22,1,1,1,110,45,120,52,80,10,0,70,64,2
2,0,1,29,1,0,5,1,1,3,0,2,0,2,22,1,1,1,103,60,120,59,80,10,0,56,80,2
2,0,1,29,1,0,5,1,1,3,0,2,0,2,22,1,1,1,103,45,30,59,65,30,0,70,80,1
2,0,1,29,1,0,5,1,1,3,0,2,0,2,22,1,1,1,124,50,60,52,65,10,0,56,80,2
2,0,1,30,1,0,5,2,1,2,1,2,0,22,2,1,1,1,118,60,120,46,60,30,1,70,27,2
2,0,1,30,1,0,5,2,1,2,1,2,0,22,2,1,1,1,97,45,120,49,60,30,0,91,22,2
2,0,1,30,1,0,5,2,1,2,1,2,0,22,2,1,1,1,118,45,120,53,65,20,1,56,22,2
2,0,1,30,1,0,5,2,1,2,1,2,0,22,2,1,1,1,104,45,60,53,65,10,0,91,35,2
2,0,1,30,1,0,5,2,1,2,1,2,0,22,2,1,1,1,104,50,120,53,60,30,0,56,35,2
2,0,1,30,1,0,5,2,1,2,1,2,0,22,2,1,1,1,97,50,60,53,60,20,1,91,27,2
2,0,1,30,1,0,5,2,1,2,1,2,0,22,2,1,1,1,97,60,60,49,65,10,1,70,22,2
2,0,1,30,1,0,5,2,1,2,1,2,0,22,2,1,1,1,97,50,120,46,65,20,0,70,35,2
2,0,1,30,1,0,5,2,1,2,1,2,0,22,2,1,1,1,104,60,30,53,80,20,1,70,35,2
2,0,1,31,1,0,5,2,1,3,1,3,0,17,2,1,1,1,182,60,120,69,65,20,0,182,80,2
2,0,1,31,1,0,5,2,1,3,1,3,0,17,2,1,1,1,165,60,30,63,60,10,0,182,104,2
2,0,1,31,1,0,5,2,1,3,1,3,0,17,2,1,1,1,215,60,60,77,80,30,0,182,64,2
2,0,1,31,1,0,5,2,1,3,1,3,0,17,2,1,1,1,165,50,30,69,80,20,0,112,64,2
2,0,1,31,1,0,5,2,1,3,1,3,0,17,2,1,1,1,215,45,60,69,60,20,0,140,104,2
2,0,1,31,1,0,5,2,1,3,1,3,0,17,2,1,1,1,182,45,120,63,80,10,0,140,64,2
2,0,1,31,1,0,5,2,1,3,1,3,0,17,2,1,1,1,165,60,120,77,80,10,0,112,80,3
2,0,1,31,1,0,5,2,1,3,1,3,0,17,2,1,1,1,165,45,30,77,65,30,0,140,80,2
2,0,1,31,1,0,5,2,1,3,1,3,0,17,2,1,1,1,215,50,60,63,65,10,0,112,80,2
2,0,1,57,1,0,8,2,0,3,0,3,0,1,22,1,1,1,257,60,120,102,60,30,1,160,105,2
2,0,1,57,1,0,8,2,0,3,0,3,0,1,22,1,1,1,195,45,120,108,60,30,0,208,84,2
2,0,1,57,1,0,8,2,0,3,0,3,0,1,22,1,1,1,257,45,120,116,65,20,1,128,84,2
2,0,1,57,1,0,8,2,0,3,0,3,0,1,22,1,1,1,216,45,60,116,65,10,0,208,136,2
2,0,1,57,1,0,8,2,0,3,0,3,0,1,22,1,1,1,216,50,120,116,60,30,0,128,136,2
2,0,1,57,1,0,8,2,0,3,0,3,0,1,22,1,1,1,195,50,60,116,60,20,1,208,105,2
2,0,1,57,1,0,8,2,0,3,0,3,0,1,22,1,1,1,195,60,60,108,65,10,1,160,84,2
2,0,1,57,1,0,8,2,0,3,0,3,0,1,22,1,1,1,195,50,120,102,65,20,0,160,136,2
2,0,1,57,1,0,8,2,0,3,0,3,0,1,22,1,1,1,216,60,30,116,80,20,1,160,136,2
2,0,1,59,1,0,8,2,1,3,0,3,0,17,22,1,1,1,292,168,120,71,168,30,1,190,110,2
2,0,1,59,1,0,8,2,1,3,0,3,0,17,22,1,1,1,224,126,120,80,168,30,0,247,88,2
2,0,1,59,1,0,8,2,1,3,0,3,0,17,22,1,1,1,292,126,120,92,182,20,1,152,88,2
2,0,1,59,1,0,8,2,1,3,0,3,0,17,22,1,1,1,247,126,60,92,182,10,0,247,143,2
2,0,1,59,1,0,8,2,1,3,0,3,0,17,22,1,1,1,247,140,120,92,168,30,0,152,143,2
2,0,1,59,1,0,8,2,1,3,0,3,0,17,22,1,1,1,224,140,60,92,168,20,1,247,110,2
2,0,1,59,1,0,8,2,1,3,0,3,0,17,22,1,1,1,224,168,60,80,182,10,1,190,88,2
2,0,1,59,1,0,8,2,1,3,0,3,0,17,22,1,1,1,224,140,120,71,182,20,0,190,143,2
2,0,1,59,1,0,8,2,1,3,0,3,0,17,22,1,1,1,247,168,30,92,224,20,1,190,143,2
2,0,1,62,1,1,1,1,1,2,0,2,0,2,17,1,1,1,186,81,30,123,84,10,0,210,88,2
2,0,1,62,1,1,1,1,1,2,0,2,0,2,17,1,1,1,186,81,120,119,92,10,1,273,143,2
2,0,1,62,1,1,1,1,1,2,0,2,0,2,17,1,1,1,186,73,30,116,88,20,0,273,110,2
2,0,1,62,1,1,1,1,1,2,0,2,0,2,17,1,1,1,165,73,60,116,88,30,1,168,143,2
2,0,1,62,1,1,1,1,1,2,0,2,0,2,17,1,1,1,172,81,30,116,88,30,1,273,88,2
2,0,1,62,1,1,1,1,1,2,0,2,0,2,17,1,1,1,172,73,30,119,81,10,1,168,110,2
2,0,1,62,1,1,1,1,1,2,0,2,0,2,17,1,1,1,172,97,60,116,97,20,0,168,88,2
2,0,1,62,1,1,1,1,1,2,0,2,0,2,17,1,1,1,186,97,30,119,99,30,0,168,143,2
2,0,1,62,1,1,1,1,1,2,0,2,0,2,17,1,1,1,172,81,60,119,92,30,0,210,110,2
2,0,1,63,1,1,1,1,1,3,0,2,0,1,17,1,1,1,120,50,120,67,65,20,0,78,35,2
2,0,1,63,1,1,1,1,1,3,0,2,0,1,17,1,1,1,141,50,60,71,74,30,0,78,28,1
2,0,1,63,1,1,1,1,1,3,0,2,0,1,17,1,1,1,109,50,30,64,60,10,0,78,45,2
2,0,1,63,1,1,1,1,1,3,0,2,0,1,17,1,1,1,109,42,30,67,65,20,0,48,28,2
2,0,1,63,1,1,1,1,1,3,0,2,0,1,17,1,1,1,141,38,60,67,46,20,0,60,45,2
2,0,1,63,1,1,1,1,1,3,0,2,0,1,17,1,1,1,120,38,120,64,58,10,0,60,28,1
2,0,1,63,1,1,1,1,1,3,0,2,0,1,17,1,1,1,109,50,120,71,74,10,0,48,35,1
2,0,1,63,1,1,1,1,1,3,0,2,0,1,17,1,1,1,109,38,30,71,48,30,0,60,35,1
2,0,1,63,1,1,1,1,1,3,0,2,0,1,17,1,1,1,141,42,60,64,54,10,0,48,35,2
2,0,1,64,1,1,1,1,1,3,1,3,0,2,1,1,1,1,113,60,30,48,71,10,0,80,40,2
2,0,1,64,1,1,1,1,1,3,1,3,0,2,1,1,1,1,113,60,120,44,84,10,1,104,65,1
2,0,1,64,1,1,1,1,1,3,1,3,0,2,1,1,1,1,113,54,30,41,78,20,0,104,50,2
2,0,1,64,1,1,1,1,1,3,1,3,0,2,1,1,1,1,92,54,60,41,78,30,1,64,65,2
2,0,1,64,1,1,1,1,1,3,1,3,0,2,1,1,1,1,99,60,30,41,74,30,1,104,40,2
2,0,1,64,1,1,1,1,1,3,1,3,0,2,1,1,1,1,99,54,30,44,65,10,1,64,50,2
2,0,1,64,1,1,1,1,1,3,1,3,0,2,1,1,1,1,99,72,60,41,78,20,0,64,40,2
2,0,1,64,1,1,1,1,1,3,1,3,0,2,1,1,1,1,113,72,30,44,84,30,0,64,65,2
2,0,1,64,1,1,1,1,1,3,1,3,0,2,1,1,1,1,99,60,60,44,84,30,0,80,50,2
2,0,1,65,1,1,1,2,0,4,1,2,0,17,2,1,1,1,215,84,30,79,97,10,0,140,72,2
2,0,1,65,1,1,1,2,0,4,1,2,0,17,2,1,1,1,215,76,30,65,109,20,0,182,90,2
2,0,1,65,1,1,1,2,0,4,1,2,0,17,2,1,1,1,215,84,120,71,118,10,1,182,117,2
2,0,1,65,1,1,1,2,0,4,1,2,0,17,2,1,1,1,169,76,60,65,109,30,1,112,117,2
2,0,1,65,1,1,1,2,0,4,1,2,0,17,2,1,1,1,184,84,30,65,105,30,1,182,72,2
2,0,1,65,1,1,1,2,0,4,1,2,0,17,2,1,1,1,184,76,30,71,90,10,1,112,90,2
2,0,1,65,1,1,1,2,0,4,1,2,0,17,2,1,1,1,184,101,60,65,109,20,0,112,72,2
2,0,1,65,1,1,1,2,0,4,1,2,0,17,2,1,1,1,215,101,30,71,118,30,0,112,117,2
2,0,1,65,1,1,1,2,0,4,1,2,0,17,2,1,1,1,184,84,60,71,118,30,0,140,90,2
2,0,1,66,1,1,1,2,1,2,0,2,0,2,5,1,1,1,206,71,30,122,78,10,0,135,56,2
2,0,1,66,1,1,1,2,1,2,0,2,0,2,5,1,1,1,206,71,120,118,92,10,1,175,91,2
2,0,1,66,1,1,1,2,1,2,0,2,0,2,5,1,1,1,206,64,30,115,84,20,0,175,70,2
2,0,1,66,1,1,1,2,1,2,0,2,0,2,5,1,1,1,157,64,60,115,84,30,1,108,91,2
2,0,1,66,1,1,1,2,1,2,0,2,0,2,5,1,1,1,173,71,30,115,81,30,1,175,56,2
2,0,1,66,1,1,1,2,1,2,0,2,0,2,5,1,1,1,173,64,30,118,74,10,1,108,70,2
2,0,1,66,1,1,1,2,1,2,0,2,0,2,5,1,1,1,173,85,60,115,88,20,0,108,56,2
2,0,1,66,1,1,1,2,1,2,0,2,0,2,5,1,1,1,206,85,30,118,92,30,0,108,91,2
2,0,1,66,1,1,1,2,1,2,0,2,0,2,5,1,1,1,173,71,60,118,92,30,0,135,70,2
